R_fighter,B_fighter,date,R_kd_bout,B_kd_bout,R_sig_str_landed_bout,B_sig_str_landed_bout,R_sig_str_attempted_bout,B_sig_str_attempted_bout,R_sig_str_pct_bout,B_sig_str_pct_bout,R_tot_str_landed_bout,B_tot_str_landed_bout,R_tot_str_attempted_bout,B_tot_str_attempted_bout,R_td_landed_bout,B_td_landed_bout,R_td_attempted_bout,B_td_attempted_bout,R_td_pct_bout,B_td_pct_bout,R_sub_attempts_bout,B_sub_attempts_bout,R_pass_bout,B_pass_bout,R_rev_bout,B_rev_bout
Gabriel Benitez,Sodiq Yusuff,8/17/2019,0,1,24,34,72,79,.33,.43,24,34,72,79,0,0,0,0,.0,.0,0,0,0,0,0,0
Curtis Blaydes,Shamil Abdurakhimov,9/ 7/2019,0,0,25,3,43,8,.58,.37,46,3,74,8,5,0,5,0,1,.0,0,0,3,0,0,0
Luke Jumeau,Dhiego Lima,10/ 5/2019,0,0,24,32,95,105,.25,.30,24,49,95,124,0,2,0,6,.0,.33,0,0,0,0,0,0
Derrick Lewis,Blagoy Ivanov,11/ 2/2019,0,0,31,20,68,38,.45,.52,32,61,69,83,1,3,3,6,.33,.50,0,1,1,3,0,0
Marlon Moraes,Jose Aldo,12/14/2019,0,0,59,58,137,147,.43,.39,59,63,137,152,1,0,2,0,.50,.0,0,0,1,0,0,0
Brian Kelleher,Ode Osbourne,1/18/2020,0,0,7,9,12,14,.58,.64,28,19,34,25,1,0,2,0,.50,.0,1,0,1,0,0,0
Mirsad Bektic,Dan Ige,2/ 8/2020,0,0,17,43,60,88,.28,.48,29,64,74,117,3,1,10,2,.30,.50,1,0,6,1,0,0
Neil Magny,Jingliang Li,3/ 7/2020,0,0,74,16,139,62,.53,.25,123,16,188,65,4,2,7,3,.57,.66,0,0,2,0,0,0
Jeremy Stephens,Calvin Kattar,5/ 9/2020,0,1,57,52,104,113,.54,.46,57,52,104,113,0,0,0,1,.0,.0,0,0,0,0,0,0
Ron Waterman,Satoshi Honma,4/14/2000,0,0,51,6,62,13,.82,.46,142,30,161,40,3,0,5,0,.60,.0,1,1,4,0,0,0
Neil Magny,Anthony Rocco Martin,6/ 6/2020,0,0,64,37,110,82,.58,.45,82,46,130,91,0,1,6,2,.0,.50,0,0,0,1,0,0
Jessica Andrade,Rose Namajunas,7/11/2020,0,0,71,82,205,235,.34,.34,79,82,213,235,1,0,3,1,.33,.0,0,0,1,0,0,0
Amaury Bitetti,Alex Andrade,6/ 9/2000,0,1,6,12,10,27,.60,.44,16,30,20,45,0,0,0,1,.0,.0,0,0,0,0,0,0
Fabiano Iha,Laverne Clark,9/22/2000,0,0,1,1,3,2,.33,.50,1,1,3,2,1,0,1,0,1,.0,2,0,0,0,0,0
Andrei Arlovski,Aaron Brink,11/17/2000,0,0,2,0,4,5,.50,.0,2,0,4,5,1,0,1,1,1,.0,2,0,0,0,0,0
Fabiano Iha,Daiju Takase,12/16/2000,0,0,8,0,12,2,.66,.0,16,1,20,3,1,0,1,0,1,.0,0,0,0,0,0,0
Harold Howard,Roland Payne,9/ 9/1994,1,0,9,3,12,4,.75,.75,12,3,15,4,0,1,1,2,.0,.50,0,0,0,1,0,0
Elvis Sinosic,Jeremy Horn,2/23/2001,0,0,2,4,5,10,.40,.40,21,28,24,37,0,0,0,0,.0,.0,2,0,0,0,0,0
Shonie Carter,Matt Serra,5/ 4/2001,2,0,18,10,33,25,.54,.40,49,27,65,44,2,2,3,13,.66,.15,0,3,0,5,2,1
Pat Miletich,Shonie Carter,6/29/2001,1,0,10,14,16,42,.62,.33,76,18,83,47,1,0,1,0,1,.0,0,0,2,0,0,0
Matt Serra,Yves Edwards,9/28/2001,0,0,9,9,17,14,.52,.64,20,27,31,33,3,0,12,0,.25,.0,3,0,6,0,1,2
BJ Penn,Caol Uno,11/ 2/2001,1,0,5,0,6,1,.83,.0,5,0,6,1,1,0,1,0,1,.0,0,0,0,0,0,0
Chuck Liddell,Amar Suloev,1/11/2002,0,0,46,26,144,69,.31,.37,46,26,144,69,0,0,0,0,.0,.0,0,0,0,0,0,0
Matt Lindland,Pat Miletich,3/22/2002,0,0,20,1,40,2,.50,.50,62,1,85,2,1,0,1,0,1,.0,0,0,2,0,0,0
Phil Baroni,Amar Suloev,5/10/2002,0,0,11,9,23,15,.47,.60,19,9,33,15,0,1,2,1,.0,1,0,1,1,1,0,0
Robbie Lawler,Steve Berger,6/22/2002,1,0,28,11,51,37,.54,.29,39,28,62,54,1,1,1,3,1,.33,0,0,1,0,0,0
Genki Sudo,Leigh Remedios,7/13/2002,0,0,9,5,29,12,.31,.41,17,32,37,42,2,0,3,0,.66,.0,3,0,2,0,0,0
Caol Uno,Din Thomas,9/27/2002,0,0,35,11,56,24,.62,.45,85,59,112,78,0,3,0,6,.0,.50,0,4,0,2,0,0
Dan Severn,Anthony Macias,12/16/1994,0,0,0,8,0,9,.0,.88,0,12,0,14,2,0,5,0,.40,.0,1,0,1,0,0,0
Carlos Newton,Pete Spratt,11/22/2002,0,0,0,1,0,2,.0,.50,0,3,0,4,1,0,1,0,1,.0,1,0,1,0,0,0
Vladimir Matyushenko,Pedro Rizzo,2/28/2003,0,0,24,12,38,37,.63,.32,94,29,113,54,5,0,19,3,.26,.0,0,0,1,1,0,0
Wesley Correira,Sean Alvarez,4/25/2003,0,0,22,6,42,16,.52,.37,75,16,95,26,0,0,0,9,.0,.0,0,0,0,0,0,0
Frank Mir,Wes Sims,6/ 6/2003,0,0,4,1,7,1,.57,1,18,8,21,11,1,0,1,0,1,.0,4,0,3,0,0,0
Jorge Rivera,David Loiseau,9/26/2003,1,0,80,35,136,78,.58,.44,154,49,210,92,0,0,0,3,.0,.0,0,0,0,0,0,0
Evan Tanner,Phil Baroni,11/21/2003,0,2,28,17,34,32,.82,.53,40,29,46,45,1,0,4,0,.25,.0,0,0,2,0,0,0
Frank Mir,Wes Sims,1/31/2004,1,0,28,18,44,25,.63,.72,68,83,90,99,4,0,7,0,.57,.0,2,0,4,0,0,0
Andrei Arlovski,Wesley Correira,4/ 2/2004,1,0,51,4,83,29,.61,.13,51,4,83,29,0,0,0,0,.0,.0,0,0,0,0,0,0
Matt Hughes,Renato Verissimo,6/19/2004,0,0,11,7,23,13,.47,.53,17,87,31,95,3,0,6,0,.50,.0,1,4,7,0,1,1
David Terrell,Matt Lindland,8/21/2004,1,0,5,0,7,1,.71,.0,5,0,7,1,0,0,0,0,.0,.0,0,0,0,0,0,0
Dan Severn,Joe Charles,4/ 7/1995,0,0,2,1,4,1,.50,1,12,1,19,2,1,0,1,0,1,.0,1,0,2,0,0,0
Frank Trigg,Renato Verissimo,10/22/2004,0,0,33,4,59,21,.55,.19,65,10,93,27,1,0,1,8,1,.0,0,2,1,0,0,0
Evan Tanner,David Terrell,2/ 5/2005,0,0,19,4,28,9,.67,.44,62,4,77,11,0,2,0,2,.0,1,0,1,1,0,0,0
Matt Lindland,Travis Lutter,4/16/2005,0,0,11,0,25,4,.44,.0,59,26,77,31,2,1,4,1,.50,1,1,0,2,2,0,1
Forrest Griffin,Bill Mahood,6/ 4/2005,0,0,3,1,4,1,.75,1,32,2,33,2,1,0,1,0,1,.0,1,0,3,0,0,0
Diego Sanchez,Brian Gassaway,8/20/2005,0,0,35,3,64,6,.54,.50,52,3,86,6,3,0,6,0,.50,.0,1,0,6,0,0,0
Renato Sobral,Chael Sonnen,10/ 7/2005,0,0,11,12,17,24,.64,.50,15,56,21,69,4,0,6,3,.66,.0,3,0,0,0,0,0
Georges St-Pierre,Sean Sherk,11/19/2005,0,0,58,20,111,55,.52,.36,78,32,132,67,3,0,4,3,.75,.0,0,0,1,0,0,0
Renato Sobral,Mike van Arsdale,2/ 4/2006,0,0,9,1,12,4,.75,.25,11,3,14,6,0,0,1,1,.0,.0,1,0,1,1,1,0
Nate Marquardt,Joe Doerksen,3/ 4/2006,0,1,56,26,103,80,.54,.32,71,71,118,125,5,2,5,8,1,.25,2,0,6,2,1,0
Evan Tanner,Justin Levens,4/15/2006,0,0,10,2,17,4,.58,.50,16,6,24,8,1,0,2,0,.50,.0,2,1,1,0,0,0
David Abbott,Paul Varelans,7/14/1995,0,0,14,1,21,2,.66,.50,18,12,25,14,1,0,1,0,1,.0,0,0,1,0,0,0
Brandon Vera,Assuerio Silva,5/27/2006,0,0,8,9,29,17,.27,.52,8,11,29,19,0,1,0,1,.0,1,1,0,0,0,0,0
Frank Mir,Dan Christison,7/ 8/2006,0,0,53,48,89,85,.59,.56,111,84,152,123,3,0,6,0,.50,.0,0,1,4,0,0,0
Cheick Kongo,Christian Wellisch,8/26/2006,1,0,17,0,22,5,.77,.0,27,7,32,12,0,1,0,4,.0,.25,0,1,0,2,0,0
Rashad Evans,Jason Lambert,9/23/2006,0,0,25,6,44,18,.56,.33,42,13,61,27,8,0,8,2,1,.0,0,3,6,0,0,0
Carmelo Marrero,Cheick Kongo,10/14/2006,0,0,16,18,31,42,.51,.42,70,70,88,94,6,0,10,2,.60,.0,0,2,5,2,0,0
Brandon Vera,Frank Mir,11/18/2006,0,0,15,2,21,7,.71,.28,17,2,24,7,0,0,0,1,.0,.0,0,0,1,0,0,0
Andrei Arlovski,Marcio Cruz,12/30/2006,0,0,7,0,11,2,.63,.0,32,0,37,2,0,0,0,5,.0,.0,1,2,1,0,0,0
Quinton Jackson,Marvin Eastman,2/ 3/2007,1,0,45,15,74,54,.60,.27,55,25,84,64,0,0,1,1,.0,.0,0,0,0,0,0,0
Matt Hughes,Chris Lytle,3/ 3/2007,0,0,13,5,21,16,.61,.31,60,44,68,55,2,0,3,0,.66,.0,3,3,8,1,1,1
Yushin Okami,Mike Swick,4/ 7/2007,0,0,28,28,55,99,.50,.28,129,48,170,121,4,0,9,0,.44,.0,2,0,5,1,0,1
Marco Ruas,Larry Cureton,9/ 8/1995,0,0,1,6,1,7,1,.85,2,11,2,14,1,0,1,0,1,.0,3,1,1,0,0,1
Lyoto Machida,David Heath,4/21/2007,1,0,67,8,101,46,.66,.17,80,20,115,59,0,0,0,1,.0,.0,1,0,4,0,0,0
Houston Alexander,Keith Jardine,5/26/2007,2,0,17,5,20,8,.85,.62,17,6,20,9,0,0,0,0,.0,.0,0,0,0,0,0,0
Tyson Griffin,Clay Guida,6/16/2007,0,0,50,36,87,65,.57,.55,87,82,125,114,2,4,2,14,1,.28,2,2,0,4,0,0
Antonio Rodrigo Nogueira,Heath Herring,7/ 7/2007,0,1,55,31,120,127,.45,.24,79,47,153,144,4,0,5,0,.80,.0,2,0,7,0,0,2
Joe Stevenson,Kurt Pellegrino,8/25/2007,0,0,42,27,84,91,.50,.29,80,35,128,99,3,3,3,5,1,.60,3,1,0,2,2,2
Marcus Davis,Paul Taylor,9/ 8/2007,0,1,24,16,40,30,.60,.53,32,26,48,41,1,0,3,0,.33,.0,1,0,3,2,0,1
Lyoto Machida,Kazuhiro Nakamura,9/22/2007,0,0,70,15,89,31,.78,.48,134,27,153,44,2,2,3,10,.66,.20,1,0,9,1,0,0
Stephan Bonnar,Eric Schafer,10/20/2007,0,0,30,13,54,17,.55,.76,76,35,109,41,0,1,0,5,.0,.20,0,1,1,1,0,0
Ed Herman,Joe Doerksen,11/17/2007,1,0,43,9,74,19,.58,.47,89,16,122,26,2,1,3,5,.66,.20,0,3,4,1,1,0
Lyoto Machida,Rameau Thierry Sokoudjou,12/29/2007,1,0,21,6,48,24,.43,.25,40,19,68,38,0,2,0,4,.0,.50,5,2,5,0,1,0
Don Frye,Sam Adkins,2/16/1996,0,0,5,0,9,3,.55,.0,19,1,24,4,1,0,1,0,1,.0,0,0,1,0,0,0
Wilson Gouveia,Jason Lambert,1/19/2008,1,0,5,27,14,56,.35,.48,9,47,18,82,0,1,1,1,.0,1,4,0,0,2,0,0
Ricardo Almeida,Rob Yundt,2/ 2/2008,0,0,4,2,6,11,.66,.18,4,10,6,19,1,0,1,0,1,.0,1,0,0,0,0,0
Yushin Okami,Evan Tanner,3/ 1/2008,2,0,26,19,58,44,.44,.43,31,25,63,50,0,1,0,3,.0,.33,0,0,0,0,0,0
Michael Bisping,Charles McCarthy,4/19/2008,1,0,39,1,90,12,.43,.8,49,2,103,13,0,1,0,1,.0,1,0,1,0,1,0,0
Lyoto Machida,Tito Ortiz,5/24/2008,1,0,41,16,60,53,.68,.30,67,39,87,76,1,0,1,7,1,.0,0,2,1,0,0,0
Thales Leites,Nate Marquardt,6/ 7/2008,1,0,13,35,45,72,.28,.48,33,49,66,88,0,5,1,7,.0,.71,2,0,4,1,0,0
Josh Koscheck,Chris Lytle,7/ 5/2008,0,0,38,16,58,65,.65,.24,103,43,125,93,2,0,4,0,.50,.0,0,5,3,0,0,0
Kenny Florian,Roger Huerta,8/ 9/2008,0,0,51,33,99,103,.51,.32,65,60,113,132,5,0,7,5,.71,.0,0,0,4,0,0,0
Nate Marquardt,Martin Kampmann,9/ 6/2008,1,0,22,1,36,7,.61,.14,27,2,41,8,0,0,0,0,.0,.0,0,0,0,0,0,0
Chris Lytle,Paul Taylor,10/18/2008,0,0,102,85,194,160,.52,.53,212,133,304,209,2,0,3,2,.66,.0,0,0,1,0,0,0
Mark Schultz,Gary Goodridge,5/17/1996,0,0,8,1,29,4,.27,.25,74,3,96,7,3,0,3,0,1,.0,0,0,5,0,0,0
Junior Dos Santos,Fabricio Werdum,10/25/2008,1,0,7,6,11,6,.63,1,7,6,11,6,0,0,0,0,.0,.0,0,0,0,0,0,0
Gabriel Gonzaga,Josh Hendricks,11/15/2008,1,0,12,1,17,5,.70,.20,12,6,17,10,0,0,0,0,.0,.0,0,0,0,0,0,0
Quinton Jackson,Wanderlei Silva,12/27/2008,1,0,11,7,20,26,.55,.26,11,7,20,26,0,0,1,0,.0,.0,0,0,0,0,0,0
Alan Belcher,Denis Kang,1/17/2009,0,0,9,26,28,55,.32,.47,9,54,28,85,0,3,0,5,.0,.60,1,1,0,5,0,0
Clay Guida,Nate Diaz,1/31/2009,0,0,49,49,99,135,.49,.36,75,70,127,158,4,0,11,8,.36,.0,1,0,2,0,0,0
Demian Maia,Chael Sonnen,2/21/2009,0,0,6,8,17,24,.35,.33,6,18,17,34,1,0,4,0,.25,.0,1,0,1,0,0,0
Matt Hamill,Mark Munoz,3/ 7/2009,1,0,23,14,47,37,.48,.37,40,14,64,37,0,0,0,4,.0,.0,0,0,0,0,0,0
Krzysztof Soszynski,Brian Stann,4/18/2009,0,0,3,8,11,18,.27,.44,10,14,18,24,2,0,2,0,1,.0,2,0,4,0,0,0
Chael Sonnen,Dan Miller,5/23/2009,0,0,36,9,61,21,.59,.42,133,32,166,46,3,0,5,0,.60,.0,0,2,2,0,0,0
Mike Swick,Ben Saunders,6/13/2009,1,0,10,17,35,31,.28,.54,75,29,108,43,1,0,1,1,1,.0,1,0,1,0,0,0
Tim Credeur,Nate Loughran,12/10/2008,0,0,52,25,131,62,.39,.40,60,28,140,65,1,0,1,3,1,.0,0,0,2,0,0,0
Nate Quarry,Pete Sell,8/ 6/2005,1,0,3,2,8,12,.37,.16,3,2,8,12,0,0,0,0,.0,.0,0,0,0,0,0,0
Drew Fickett,Josh Koscheck,10/ 3/2005,1,0,5,8,17,16,.29,.50,33,95,45,106,0,6,0,6,.0,1,3,0,1,10,0,0
Chris Leben,Jorge Rivera,1/16/2006,1,0,10,5,17,10,.58,.50,16,6,23,11,1,0,1,0,1,.0,0,0,1,0,0,0
Chris Leben,Luigi Fioravanti,4/ 6/2006,0,0,36,20,90,39,.40,.51,200,41,259,60,5,0,7,5,.71,.0,0,0,6,0,0,0
Mark Hominick,Jorge Gurgel,6/28/2006,0,0,43,36,158,211,.27,.17,43,36,158,211,0,0,0,5,.0,.0,0,0,0,0,0,0
Dhiego Lima,Jorge de Oliveira,11/ 8/2014,0,0,70,23,137,68,.51,.33,116,62,195,114,6,0,8,0,.75,.0,4,0,9,0,0,0
Josh Koscheck,Jonathan Goulet,8/17/2006,1,0,23,1,30,2,.76,.50,31,1,38,2,1,0,1,1,1,.0,1,0,2,0,0,0
Chris Camozzi,Vitor Miranda,5/29/2016,0,0,43,27,93,92,.46,.29,76,49,142,116,1,1,1,2,1,.50,0,0,3,0,0,0
Alexander Hernandez,Olivier Aubin-Mercier,7/28/2018,0,0,39,19,81,32,.48,.59,86,37,137,50,4,2,10,6,.40,.33,0,1,2,3,1,0
Brok Weaver,Kazula Vargas,2/15/2020,0,0,5,15,9,29,.55,.51,6,50,10,64,0,1,0,2,.0,.50,1,0,0,0,0,0
Kenan Song,Derrick Krantz,8/31/2019,0,0,58,33,128,85,.45,.38,61,52,131,105,0,3,0,6,.0,.50,0,1,0,3,1,1
Nick Hein,Tae Hyun Bang,9/ 3/2016,0,0,20,40,76,117,.26,.34,48,44,106,121,2,0,5,2,.40,.0,0,0,1,0,0,0
Charles Oliveira,David Teymur,2/ 2/2019,0,1,28,26,58,53,.48,.49,31,31,61,59,1,0,1,0,1,.0,1,0,1,0,0,0
Thales Leites,Krzysztof Jotko,11/19/2016,0,0,4,42,14,83,.28,.50,4,93,14,143,1,1,8,2,.12,.50,1,0,2,5,0,1
Seth Baczynski,Alan Jouban,8/16/2014,0,1,25,25,65,43,.38,.58,27,26,68,44,1,0,2,0,.50,.0,0,0,0,0,0,0
Karolina Kowalkiewicz,Michelle Waterson,3/30/2019,0,0,57,64,118,149,.48,.42,77,82,141,167,0,2,0,4,.0,.50,0,1,0,1,0,0
David Branch,Thiago Santos,4/21/2018,1,0,5,14,15,29,.33,.48,5,14,15,29,0,0,1,0,.0,.0,0,0,1,0,0,0
Takeya Mizugaki,George Roop,9/26/2015,0,0,70,47,160,112,.43,.41,88,97,180,165,0,0,1,2,.0,.0,0,0,0,0,0,0
Alex Oliveira,Tim Means,3/11/2017,0,0,12,9,24,12,.50,.75,18,34,31,41,6,0,11,1,.54,.0,1,0,1,1,0,0
Paulo Thiago,Brandon Thatch,11/ 9/2013,0,1,5,12,13,28,.38,.42,6,13,16,30,1,0,2,0,.50,.0,0,0,0,0,0,0
Alex Oliveira,Piotr Hallmann,11/ 7/2015,1,0,42,36,109,71,.38,.50,54,79,121,117,0,1,4,2,.0,.50,0,0,1,1,0,0
Megan Anderson,Norma Dumont,2/29/2020,1,0,7,5,14,16,.50,.31,32,14,39,25,0,1,1,3,.0,.33,0,0,0,0,1,0
Ovince Saint Preux,Volkan Oezdemir,2/ 4/2017,0,0,76,82,189,182,.40,.45,79,103,192,204,0,0,4,1,.0,.0,0,0,0,0,0,0
Santiago Ponzinibbio,Wendell Oliveira Marques,9/13/2014,1,0,10,8,26,24,.38,.33,10,8,26,24,0,0,0,0,.0,.0,0,0,0,0,0,0
Rustam Khabilov,Adriano Martins,2/22/2015,0,0,18,12,80,38,.22,.31,19,17,81,44,0,3,4,4,.0,.75,0,0,0,3,0,0
Muslim Salikhov,Alex Garcia,11/25/2017,0,0,10,6,27,24,.37,.25,10,21,27,39,0,3,0,7,.0,.42,0,1,2,3,0,0
Chad Laprise,Olivier Aubin-Mercier,4/16/2014,0,0,71,45,174,116,.40,.38,72,46,175,117,0,2,0,9,.0,.22,0,0,0,0,0,0
Guangyou Ning,Jianping Yang,8/23/2014,0,0,31,21,91,78,.34,.26,41,24,103,82,2,1,3,4,.66,.25,1,0,3,1,0,0
Joanne Calderwood,Cortney Casey,7/18/2015,1,0,90,57,140,92,.64,.61,227,106,303,147,3,0,4,0,.75,.0,0,0,2,0,0,0
Markus Perez,Wellington Turman,11/16/2019,0,0,49,48,96,120,.51,.40,56,59,103,132,0,2,1,9,.0,.22,0,0,0,1,0,0
Liz Carmouche,Lucie Pudilova,2/23/2019,0,0,14,33,29,105,.48,.31,40,57,56,133,3,0,3,1,1,.0,2,2,2,1,0,1
Hannah Cifers,Angela Hill,1/25/2020,0,0,46,70,108,155,.42,.45,50,80,114,170,0,1,0,1,.0,1,0,0,0,2,0,0
Jingliang Li,David Zawada,11/24/2018,1,1,89,73,222,184,.40,.39,97,74,234,185,1,0,2,4,.50,.0,0,0,2,1,0,0
Belal Muhammad,Lyman Good,6/20/2020,0,0,82,81,172,172,.47,.47,86,84,176,175,2,0,8,0,.25,.0,0,0,1,0,0,0
Thiago Tavares,Brian Ortega,6/ 6/2015,0,1,39,41,94,101,.41,.40,114,56,177,117,6,0,11,0,.54,.0,0,1,4,2,0,1
Neil Magny,Tim Means,5/10/2014,0,0,29,30,77,66,.37,.45,52,53,105,89,4,3,9,4,.44,.75,0,1,4,0,0,0
Francisco Trinaldo,Jim Miller,10/28/2017,0,0,63,34,140,80,.45,.42,84,61,165,109,1,1,1,5,1,.20,0,0,2,0,0,0
Joseph Benavidez,Dustin Ortiz,1/19/2019,1,0,21,49,50,87,.42,.56,37,93,72,136,7,3,12,8,.58,.37,0,0,2,2,2,1
Thiago Alves,Curtis Millender,2/18/2018,0,2,33,47,106,106,.31,.44,37,47,110,106,1,0,1,0,1,.0,0,0,1,0,0,0
Oskar Piechota,Jonathan Wilson,10/21/2017,1,0,56,17,93,60,.60,.28,80,17,121,60,1,0,3,0,.33,.0,3,0,3,0,0,0
Joachim Christensen,Dominick Reyes,6/25/2017,0,1,1,13,3,16,.33,.81,1,13,3,16,0,0,1,0,.0,.0,0,0,0,0,0,0
Francimar Barroso,Ryan Jimmo,5/30/2015,0,0,46,35,96,61,.47,.57,67,46,117,74,0,0,14,0,.0,.0,0,0,0,0,0,0
Court McGee,Robert Whittaker,8/28/2013,0,0,88,48,305,184,.28,.26,99,49,318,185,1,0,8,0,.12,.0,0,0,0,0,0,0
Cole Miller,Junie Browning,4/ 1/2009,0,0,3,1,16,3,.18,.33,5,1,18,3,0,0,0,1,.0,.0,1,0,0,1,0,0
Trevin Giles,Gerald Meerschaert,8/ 3/2019,0,0,8,6,15,19,.53,.31,27,31,38,55,1,1,1,3,1,.33,0,1,5,2,1,2
Dennis Bermudez,Tatsuya Kawajiri,2/21/2016,0,0,61,12,80,26,.76,.46,120,27,142,41,4,1,5,7,.80,.14,1,0,2,1,0,1
Jingliang Li,Daichi Abe,6/23/2018,0,0,96,45,206,154,.46,.29,96,45,206,154,0,0,0,0,.0,.0,0,0,0,0,0,0
Uriah Hall,Antonio Carlos Junior,9/14/2019,1,0,34,22,79,69,.43,.31,41,81,86,148,0,3,0,8,.0,.37,0,0,1,2,0,0
Justin Salas,Joe Proctor,7/16/2014,0,1,35,25,86,81,.40,.30,35,29,86,86,0,0,4,0,.0,.0,0,0,0,0,0,0
Francisco Trinaldo,Paul Felder,9/24/2016,0,0,32,33,67,84,.47,.39,42,38,85,90,1,0,3,0,.33,.0,0,0,1,0,0,0
Karl Roberson,Wellington Turman,7/13/2019,0,0,50,25,80,51,.62,.49,79,38,113,67,0,4,0,7,.0,.57,0,2,1,7,3,0
Nate Quarry,Tim Credeur,9/16/2009,2,1,53,40,131,162,.40,.24,124,56,225,189,0,0,0,0,.0,.0,0,1,1,1,0,0
Eric Schafer,Houston Alexander,9/17/2008,0,0,24,12,38,21,.63,.57,53,22,69,31,1,0,4,0,.25,.0,2,0,2,0,1,0
Ross Pearson,Francisco Trinaldo,1/17/2016,0,0,28,51,85,112,.32,.45,32,53,89,114,2,1,2,3,1,.33,0,0,0,0,0,0
Joe Duffy,Mitch Clarke,7/ 7/2016,1,0,3,1,7,4,.42,.25,3,1,7,4,0,0,0,0,.0,.0,1,0,2,0,0,0
James Vick,Dan Hooker,7/20/2019,0,1,7,22,23,41,.30,.53,7,22,23,41,0,0,0,0,.0,.0,0,0,0,0,0,0
Martin Bravo,Claudio Puelles,11/ 5/2016,1,0,56,29,121,68,.46,.42,64,29,129,68,0,1,0,6,.0,.16,0,0,0,0,0,0
Vicente Luque,Derrick Krantz,5/18/2019,1,0,18,6,25,18,.72,.33,18,9,25,23,0,1,0,2,.0,.50,0,0,0,1,0,0
Randy Brown,Niko Price,7/14/2018,0,0,13,12,37,39,.35,.30,18,40,43,81,1,1,2,2,.50,.50,0,0,1,0,0,1
Jake Matthews,Anthony Rocco Martin,12/ 1/2018,0,0,24,25,75,86,.32,.29,27,33,78,94,0,0,1,0,.0,.0,1,1,0,2,1,1
Hyun Gyu Lim,Neil Magny,5/16/2015,0,0,15,43,36,75,.41,.57,15,64,36,102,0,2,0,4,.0,.50,0,0,0,6,0,1
Jared Rosholt,Aleksei Oleinik,11/22/2014,0,1,19,13,32,21,.59,.61,22,38,35,47,0,0,0,0,.0,.0,0,0,0,0,0,0
Da-Un Jung,Mike Rodriguez,12/21/2019,1,0,5,4,10,8,.50,.50,5,4,10,8,0,0,0,0,.0,.0,0,0,0,0,0,0
Mike Perry,Max Griffin,2/24/2018,0,1,45,78,110,168,.40,.46,45,81,110,171,1,0,4,1,.25,.0,0,0,1,0,0,0
Nate Marquardt,Dean Lister,1/25/2007,4,0,53,18,98,43,.54,.41,66,27,112,55,2,0,2,11,1,.0,0,0,4,0,0,0
Andre Fili,Charles Jourdain,6/13/2020,0,1,44,62,171,138,.25,.44,52,65,183,142,5,0,6,0,.83,.0,0,0,5,0,0,0
Ben Sosoli,Marcos Rogerio de Lima,2/22/2020,0,1,5,19,17,34,.29,.55,5,19,17,34,0,0,0,0,.0,.0,0,0,0,0,0,0
Pat Barry,Joey Beltran,1/22/2011,1,0,46,55,90,177,.51,.31,58,104,103,235,0,0,0,6,.0,.0,0,0,1,0,0,0
Jorge Masvidal,Rustam Khabilov,11/ 6/2013,0,1,38,32,93,100,.40,.32,47,50,103,118,1,2,2,10,.50,.20,0,1,0,0,0,0
Ross Pearson,Dennis Siver,3/31/2010,0,0,54,39,159,225,.33,.17,64,39,170,228,1,2,1,5,1,.40,0,0,2,1,1,1
Matt Hamill,Tim Boetsch,4/ 2/2008,0,0,31,18,71,58,.43,.31,53,23,96,63,1,0,1,1,1,.0,0,0,1,0,0,0
Jake Ellenberger,Bryan Barberena,8/25/2018,0,2,12,19,14,35,.85,.54,12,31,14,47,0,0,0,0,.0,.0,0,0,0,0,0,0
Joanne Calderwood,Maryna Moroz,4/11/2015,0,0,11,12,24,32,.45,.37,13,12,26,32,0,0,0,0,.0,.0,0,1,0,0,0,0
Gunnar Nelson,Omari Akhmedov,3/ 8/2014,0,0,16,6,20,16,.80,.37,25,8,32,18,1,0,1,0,1,.0,1,0,3,0,0,0
Damir Hadzovic,Christos Giagos,6/ 1/2019,0,0,24,47,61,113,.39,.41,42,67,87,141,1,6,1,13,1,.46,0,0,0,3,0,0
Abdul Razak Alhassan,Omari Akhmedov,5/28/2017,0,0,43,52,99,153,.43,.33,44,99,102,213,0,6,0,9,.0,.66,0,0,0,3,1,0
Max Holloway,Clay Collard,8/23/2014,0,0,124,70,204,209,.60,.33,137,73,219,213,0,1,0,10,.0,.10,0,0,4,0,0,1
Rafael Dos Anjos,Jason High,6/ 7/2014,1,0,36,24,68,64,.52,.37,53,26,85,67,2,3,2,3,1,1,3,0,2,0,0,0
Dooho Choi,Sam Sicilia,11/28/2015,1,0,18,8,26,19,.69,.42,18,8,26,19,0,0,0,1,.0,.0,0,0,0,0,0,0
Daniel Kelly,Patrick Walsh,2/14/2015,0,0,61,50,190,296,.32,.16,61,52,190,298,0,1,0,4,.0,.25,0,0,0,1,0,0
Joseph Benavidez,Zach Makovsky,2/ 6/2016,0,0,66,40,197,96,.33,.41,82,43,214,99,0,4,0,19,.0,.21,0,0,0,2,0,0
Ion Cutelaba,Khalil Rountree Jr.,9/28/2019,0,0,15,5,26,12,.57,.41,16,5,27,12,4,0,5,0,.80,.0,0,0,1,0,0,0
Chad Laprise,Francisco Trinaldo,8/23/2015,0,1,8,17,17,36,.47,.47,8,17,17,37,0,0,0,0,.0,.0,0,0,0,2,0,0
