R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1
Karolina Kowalkiewicz,Yan Xiaonan,225,-265,225,37.73584906,2/22/2020,"Auckland, New Zealand", New Zealand,Blue,FALSE,Women's Strawweight,FEMALE,3,0,4,0,6.85,0.4,0,0.25,0.25,4,0,12,0,0,0,4,0,0,0,4,Orthodox,165.1,160.02,115,3,0,0,5.57,0.39,0,0.11,0.14,3,5,28,1,0,2,3,0,0,0,5,Orthodox,160.02,162.56,115,34,30,3,4,1,-1,5,-16,-1,0,0,5.08,-2.54,4,0.01,0,0.14,0,1
Ben Sosoli,Marcos Rogerio De Lima,130,-150,130,66.66666667,2/22/2020,"Auckland, New Zealand", New Zealand,Blue,FALSE,Heavyweight,MALE,3,1,0,0,3.55,0.54,0.8,0.78,0.6,2,5,16,0,0,1,1,3,1,0,5,Orthodox,185.42,190.5,253,0,0,0,2.22,0.31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Southpaw,175.26,182.88,265,30,34,-1,0,2,5,-5,13,0,3,1,10.16,7.62,-4,0.23,0.8,0.78,0,1
Brad Riddell,Magomed Mustafaev,120,-140,120,71.42857143,2/22/2020,"Auckland, New Zealand", New Zealand,Red,FALSE,Lightweight,MALE,3,0,1,0,3.11,0.57,0.7,0,0,2,1,7,0,0,0,0,3,0,0,3,Orthodox,172.72,180.34,155,0,1,0,6.07,0.59,0,1,1,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,180.34,155,28,31,0,0,1,2,-1,4,0,3,0,2.54,0,-3,-0.02,0.7,-1,0,1
Kevin Aguilar,Zubaira Tukhugov,-115,-105,86.95652174,95.23809524,2/22/2020,"Auckland, New Zealand", New Zealand,Blue,FALSE,Featherweight,MALE,3,0,0,1,2.28,0.35,0,3.03,0.56,3,1,13,0,0,1,1,1,0,0,3,Orthodox,172.72,172.72,145,1,0,0,3.78,0.36,0,0.25,0.5,2,1,9,0,0,0,2,0,0,0,2,Orthodox,170.18,185.42,145,31,29,1,0,1,1,0,4,0,1,0,2.54,-12.7,2,-0.01,0,2.78,0,1
Jalin Turner,Joshua Culibao,-210,175,47.61904762,175,2/22/2020,"Auckland, New Zealand", New Zealand,Red,FALSE,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,1,0,0,5.66,0.45,0.6,0.61,1,1,2,5,0,0,0,0,1,0,0,1,Southpaw,190.5,195.58,155,24,25,1,0,-1,-1,2,-5,0,-1,0,-12.7,-17.78,-1,-0.45,-0.6,-0.61,0,1
Jake Matthews,Emil Meek,-200,170,50,170,2/22/2020,"Auckland, New Zealand", New Zealand,Red,FALSE,Welterweight,MALE,3,2,0,0,2.24,0.38,1.3,0.33,0.5,1,2,9,0,0,0,1,0,0,0,1,Switch,180.34,187.96,170,0,1,0,3.07,0.46,0.8,1.99,0.38,3,4,28,0,0,1,2,1,4,0,8,Orthodox,180.34,185.42,170,25,31,-2,-1,-2,-7,2,-19,0,-1,-4,0,2.54,-6,-0.08,0.5,-1.66,0,1
Callan Potter,Song Kenan,170,-200,170,50,2/22/2020,"Auckland, New Zealand", New Zealand,Blue,FALSE,Welterweight,MALE,3,0,1,0,4.13,0.45,0,0,0,2,1,9,0,0,0,1,2,0,0,3,Orthodox,182.88,180.34,170,0,1,0,3.21,0.51,0,2.83,0.6,1,1,4,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,170,35,29,0,0,1,2,0,5,0,2,0,0,-2.54,6,-0.06,0,-2.83,0,1
Kai Kara France,Tyson Nam,-260,220,38.46153846,220,2/22/2020,"Auckland, New Zealand", New Zealand,Red,FALSE,Flyweight,MALE,3,1,0,0,2.67,0.23,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,1,0,0,5.28,0.41,0,0.75,0.37,3,1,12,0,0,1,2,0,0,0,3,Orthodox,162.56,175.26,125,26,36,0,0,-3,-3,0,-9,0,0,0,7.62,-2.54,-10,-0.18,0,-0.75,0,1
Loma Lookboonmee,Angela Hill,155,-175,155,57.14285714,2/22/2020,"Auckland, New Zealand", New Zealand,Blue,FALSE,Women's Strawweight,FEMALE,3,0,2,0,5.97,0.5,0.1,0.46,0.41,2,7,34,0,0,0,4,2,0,0,6,Orthodox,160.02,162.56,115,0,1,0,6.6,0.65,0,1,0.16,1,0,3,0,0,1,0,0,0,0,1,Orthodox,154.94,154.94,115,24,35,0,1,1,5,-7,31,0,2,0,5.08,7.62,-11,-0.15,0.1,-0.54,0,1
Priscila Cachoeira,Shana Dobson,180,-220,180,45.45454545,2/22/2020,"Auckland, New Zealand", New Zealand,Red,FALSE,Women's Flyweight,FEMALE,3,2,0,0,3.56,0.33,0,0.4,0.25,0,2,8,0,0,0,0,1,0,0,1,Orthodox,167.64,175.26,125,3,0,0,3.7,0.36,0,0,0,0,3,8,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,125,31,30,1,0,0,1,1,0,0,1,0,-2.54,10.16,1,-0.03,0,0.4,0,1
Francis Ngannou,Junior Dos Santos,-220,180,45.45454545,180,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,FALSE,Heavyweight,MALE,5,0,3,0,4.66,0.48,0.1,0.33,0.55,9,4,51,5,0,0,5,10,0,0,15,Orthodox,193.04,195.58,238,0,2,0,2.15,0.37,0.5,0,0,6,2,21,1,0,0,0,7,1,0,8,Orthodox,193.04,210.82,250,32,35,0,1,3,7,-2,30,4,3,-1,0,-15.24,-3,0.11,-0.4,0.33,0,1
Jussier Formiga,Joseph Benavidez,105,-125,105,80,6/29/2019,"Minneapolis, Minnesota, USA", USA,Blue,FALSE,Flyweight,MALE,3,0,2,0,3.46,0.33,0.6,1.53,0.31,6,5,63,2,0,1,10,5,4,0,20,Southpaw,162.56,165.1,125,0,4,0,1.38,0.38,0.6,1.95,0.39,4,4,32,0,0,0,6,0,3,0,9,Orthodox,165.1,170.18,125,34,34,0,-2,2,11,-1,31,2,5,1,-2.54,-5.08,0,-0.05,0,-0.42,0,1
Demian Maia,Rocco Martin,-190,165,52.63157895,165,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,FALSE,Welterweight,MALE,3,0,4,0,2.7,0.36,1.1,0.68,0.25,4,4,32,0,0,0,4,1,3,0,8,Orthodox,182.88,185.42,170,0,1,0,1.82,0.43,1,2.49,0.25,7,9,79,2,0,1,8,1,10,0,20,Southpaw,185.42,182.88,170,41,29,0,3,-3,-12,5,-47,-2,0,-7,-2.54,2.54,12,-0.07,0.1,-1.81,0,1
Roosevelt Roberts,Vinc Pichel,-245,205,40.81632653,205,6/29/2019,"Minneapolis, Minnesota, USA", USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,3.29,0.45,0.4,4,0.6,4,2,13,0,0,0,3,1,0,0,4,Orthodox,177.8,182.88,155,0,2,0,2.87,0.46,0.5,1.84,0.63,2,0,4,0,0,0,1,0,1,0,2,Orthodox,187.96,185.42,155,25,36,-1,-2,2,2,-2,9,0,1,-1,-10.16,-2.54,-11,-0.01,-0.1,2.16,0,1
Drew Dober,Marco Polo Reyes,-430,345,23.25581395,345,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,6,0.37,0,0,0,3,2,11,0,0,1,0,3,0,0,4,Orthodox,180.34,180.34,155,1,0,0,4.51,0.4,0.1,0.95,0.17,3,5,26,0,0,0,3,3,1,0,7,Southpaw,172.72,177.8,155,30,34,0,0,0,-3,3,-15,0,0,-1,7.62,2.54,-4,-0.03,-0.1,-0.95,0,1
Alonzo Menifield,Paul Craig,-350,290,28.57142857,290,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,0,1,0,2.33,0.48,1.5,1.65,0.21,1,3,13,0,0,0,0,0,3,0,3,Orthodox,190.5,193.04,205,0,1,0,5.07,0.48,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,182.88,193.04,205,31,31,0,0,0,2,-3,12,0,-1,3,7.62,0,0,0,1.5,1.65,0,1
Ricardo Ramos,Journey Newson,-380,315,26.31578947,315,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,0,0,2.81,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,135,1,0,0,3.05,0.39,0.7,2.13,0.64,3,1,10,0,0,1,1,1,0,0,3,Orthodox,175.26,182.88,135,23,30,1,0,-3,-3,1,-10,0,-1,0,-10.16,-12.7,-7,-0.06,0.3,-2.13,0,1
Eryk Anders,Vinicius Moreira,-300,250,33.33333333,250,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,1,0,0,2.79,0.6,1.7,2.61,0.18,0,1,1,0,0,0,0,0,0,0,0,Orthodox,193.04,193.04,205,3,0,0,3.06,0.45,0.1,1.51,0.4,2,4,21,0,0,0,1,2,0,0,3,Southpaw,185.42,190.5,205,32,30,2,0,-2,-3,3,-20,0,-2,0,7.62,2.54,2,0.15,1.6,1.1,0,1
Jared Gordon,Dan Moret,-350,290,28.57142857,290,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,FALSE,Lightweight,MALE,3,2,0,0,2.67,0.43,0.4,1.25,0.27,0,2,5,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,155,2,0,0,6.26,0.54,0,2.98,0.39,2,2,9,0,0,0,1,1,0,0,2,Orthodox,175.26,172.72,155,30,32,0,0,-2,-2,0,-4,0,-1,0,7.62,12.7,-2,-0.11,0.4,-1.73,0,1
Dalcha Lungiambula,Dequan Townsend,-420,335,23.80952381,335,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,0,0,0,1.15,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,205,0,0,0,1.79,0.55,0,2.83,0.5,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,193.04,205,31,33,0,0,0,0,0,0,0,0,0,17.78,7.62,-2,-0.2,0,-2.83,0,1
Emily Whitmire,Amanda Ribas,-175,155,57.14285714,155,6/29/2019,"Minneapolis, Minnesota, USA", USA,Blue,FALSE,Women's Strawweight,FEMALE,3,0,0,0,4.29,0.38,1.4,2.71,0.57,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,167.64,115,0,2,0,2.84,0.31,0.6,1.18,0.66,2,1,5,0,0,0,1,0,1,0,2,Orthodox,165.1,160.02,115,28,25,0,-2,-2,-2,1,-5,0,0,-1,-5.08,7.62,3,0.07,0.8,1.53,0,1
Maurice Greene,Junior Albini,-125,105,80,105,6/29/2019,"Minneapolis, Minnesota, USA", USA,Red,FALSE,Heavyweight,MALE,3,3,0,0,3.98,0.51,0,1.54,0.37,1,3,7,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,264,0,2,0,4.19,0.44,0.5,0,0,2,0,4,0,0,1,0,0,1,0,2,Orthodox,200.66,203.2,258,32,28,-3,-2,-1,-1,-3,3,0,1,-1,-10.16,-15.24,4,0.07,-0.5,1.54,0,1
Renato Moicano,Chan Sung Jung,-220,180,45.45454545,180,6/22/2019,"Greenville, South Carolina, USA", USA,Blue,FALSE,Featherweight,MALE,3,1,0,0,4.58,0.41,0.6,0.78,0.41,3,4,22,1,0,0,0,2,2,0,4,Orthodox,170.18,182.88,145,1,0,0,5.53,0.46,0.4,1.16,0.54,3,2,17,0,0,2,1,0,2,0,5,Orthodox,180.34,182.88,145,30,32,0,0,0,-1,-2,5,1,2,0,-10.16,0,-2,-0.05,0.2,-0.38,0,1
Bryan Barberena,Randy Brown,-235,195,42.55319149,195,6/22/2019,"Greenville, South Carolina, USA", USA,Blue,FALSE,Welterweight,MALE,3,1,0,0,3.41,0.47,0.6,0.95,0.46,2,3,18,0,0,0,2,1,1,0,4,Orthodox,190.5,198.12,170,1,0,0,5.65,0.48,0.3,0.26,0.33,2,4,22,0,0,0,1,3,1,0,5,Southpaw,182.88,182.88,170,30,28,0,0,0,-1,1,-4,0,-2,0,7.62,15.24,2,-0.01,0.3,0.69,0,1
Andre Ewell,Anderson Dos Santos,-140,120,71.42857143,120,6/22/2019,"Greenville, South Carolina, USA", USA,Red,FALSE,Bantamweight,MALE,3,1,0,0,2.7,0.26,0.5,1,0.2,0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,177.8,135,1,0,0,3.74,0.4,0,0.21,0.5,1,1,6,0,0,1,0,0,0,0,1,Southpaw,172.72,190.5,135,31,33,0,0,-1,-1,0,-3,0,0,0,-7.62,-12.7,-2,-0.14,0.5,0.79,0,1
Andrea Lee,Montana De La Rosa,-185,160,54.05405405,160,6/22/2019,"Greenville, South Carolina, USA", USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,3,0,2.3,0.33,1.9,2.22,0.33,3,0,6,0,0,0,0,0,3,0,3,Orthodox,170.18,172.72,125,0,2,0,5.4,0.48,0.6,1.4,0.38,2,0,6,0,0,0,2,0,0,0,2,Orthodox,167.64,175.26,125,30,24,0,1,1,1,0,0,0,0,3,2.54,-2.54,6,-0.15,1.3,0.82,0,1
Kevin Holland,Alessio Di Chirico,-230,190,43.47826087,190,6/22/2019,"Greenville, South Carolina, USA", USA,Red,FALSE,Middleweight,MALE,3,0,2,0,3.2,0.42,0,1.95,0.5,2,2,12,0,0,2,0,1,0,0,3,Orthodox,182.88,187.96,185,0,2,0,4.16,0.54,1.1,1.27,0.43,2,1,9,0,0,1,0,0,1,0,2,Orthodox,190.5,205.74,185,26,29,0,0,0,1,-1,3,0,1,-1,-7.62,-17.78,-3,-0.12,-1.1,0.68,0,1
Dan Ige,Kevin Aguilar,120,-140,120,71.42857143,6/22/2019,"Greenville, South Carolina, USA", USA,Red,FALSE,Featherweight,MALE,3,0,2,0,3.78,0.36,0,0.25,0.5,2,0,6,0,0,0,2,0,0,0,2,Orthodox,170.18,185.42,145,0,3,0,3.89,0.49,0.8,2.38,0.35,3,1,8,0,0,0,1,1,1,0,3,Orthodox,170.18,180.34,145,27,30,0,-1,-1,-1,1,-2,0,-1,-1,0,5.08,-3,-0.13,-0.8,-2.13,0,1
Ashley Yoder,Syuri Kondo,-140,120,71.42857143,120,6/22/2019,"Greenville, South Carolina, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,2,0,0,5.4,0.44,0.3,0,0,1,2,7,0,0,1,0,0,0,0,1,Orthodox,162.56,167.64,115,0,1,0,3.1,0.42,0.5,1.33,0.38,1,3,12,0,0,1,0,0,0,0,1,Southpaw,170.18,175.26,115,31,30,-2,-1,0,0,1,-5,0,0,0,-7.62,-7.62,1,0.02,-0.2,-1.33,0,1
Matt Wiman,Luis Pena,315,-380,315,26.31578947,6/22/2019,"Greenville, South Carolina, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,3.7,0.45,1,1.25,0.31,1,1,7,0,0,0,1,0,1,0,2,Southpaw,190.5,190.5,155,0,1,0,3.18,0.5,1.5,2.14,0.37,4,5,33,0,0,0,5,2,3,0,10,Orthodox,177.8,172.72,155,35,25,0,0,-3,-8,4,-26,0,-2,-2,12.7,17.78,10,-0.05,-0.5,-0.89,0,1
Allen Crowder,Jairzinho Rozenstruik,190,-230,190,43.47826087,6/22/2019,"Greenville, South Carolina, USA", USA,Blue,FALSE,Heavyweight,MALE,3,0,1,0,3.72,0.46,0,0,0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,193.04,198.12,242,0,1,0,2.95,0.51,1.2,1.85,0.33,1,1,3,0,0,0,0,0,0,0,1,Orthodox,190.5,193.04,245,29,31,0,0,0,0,1,-1,0,1,0,2.54,5.08,-2,-0.05,-1.2,-1.85,0,1
Ariane Lipski,Molly McCann,-255,215,39.21568627,215,6/22/2019,"Greenville, South Carolina, USA", USA,Blue,FALSE,Women's Flyweight,FEMALE,3,0,1,0,6.49,0.49,0.9,2.59,0.33,1,1,5,0,0,0,1,0,0,0,1,Orthodox,162.56,157.48,125,1,0,0,3.38,0.31,0.3,0.33,1,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,125,25,29,1,1,1,1,0,2,0,0,0,-5.08,-12.7,-4,0.18,0.6,2.26,0,1
Deron Winn,Eric Spicely,-360,300,27.77777778,300,6/22/2019,"Greenville, South Carolina, USA", USA,Red,FALSE,Middleweight,MALE,3,3,0,0,3.71,0.45,1,1.31,0.2,2,4,9,0,0,0,0,0,2,0,2,Orthodox,185.42,185.42,185,0,0,0,6.6,0.47,0,3,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,185,30,32,-3,0,2,2,-4,9,0,0,2,17.78,7.62,-2,-0.02,1,-1.69,0,1
Jon Jones,Thiago Santos,-670,485,14.92537313,485,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,TRUE,Light Heavyweight,MALE,5,0,4,0,4.44,0.47,0.1,0.83,0.4,4,5,32,0,0,0,2,11,0,0,13,Orthodox,187.96,193.04,205,0,15,0,4.3,0.57,0.4,1.85,0.44,15,1,63,13,0,0,8,5,5,0,18,Orthodox,193.04,213.36,205,31,35,0,-11,-11,-5,-4,-31,-13,6,-5,-5.08,-20.32,-4,-0.1,-0.3,-1.02,0,1
Amanda Nunes,Holly Holm,-360,300,27.77777778,300,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,TRUE,Women's Bantamweight,FEMALE,5,0,1,0,2.75,0.35,0.1,0.5,0.27,3,4,34,4,0,1,2,2,0,0,5,Southpaw,172.72,175.26,135,0,8,0,4.34,0.49,0.7,2.33,0.47,8,2,26,5,0,1,1,7,2,0,11,Orthodox,172.72,175.26,135,31,37,0,-7,-5,-6,-2,8,-1,-5,-2,0,0,-6,-0.14,-0.6,-1.83,0,1
Jorge Masvidal,Ben Askren,180,-220,180,45.45454545,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,3,0,1,0,3.64,0.49,0.9,4.33,0.55,1,0,1,0,0,0,0,0,1,0,1,Orthodox,180.34,185.42,170,0,1,0,4.33,0.47,0.4,1.7,0.59,4,7,61,0,0,1,8,5,1,0,15,Orthodox,180.34,187.96,170,34,34,0,0,-3,-14,7,-60,0,-5,0,0,-2.54,0,0.02,0.5,2.63,0,1
Jan Blachowicz,Luke Rockhold,220,-260,220,38.46153846,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,1,0,0,4.18,0.48,1.1,0.67,0.3,9,3,34,3,0,0,2,6,7,0,15,Southpaw,190.5,195.58,205,1,0,0,3.45,0.48,0.3,1.16,0.52,4,5,29,0,0,0,3,1,2,0,6,Orthodox,187.96,198.12,205,36,34,0,0,5,9,2,5,3,5,5,2.54,-2.54,2,0,0.8,-0.49,0,1
Diego Sanchez,Michael Chiesa,315,-380,315,26.31578947,7/6/2019,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,1,0,2.07,0.39,1.1,3.84,0.51,3,4,24,0,0,0,2,0,6,0,8,Southpaw,185.42,190.5,170,0,2,0,2.73,0.38,0.9,1.57,0.24,9,11,80,1,0,3,10,6,2,0,21,Southpaw,177.8,182.88,170,37,31,0,-1,-6,-13,7,-56,-1,-6,4,7.62,7.62,6,0.01,0.2,2.27,0,1
Gilbert Melendez,Arnold Allen,260,-320,260,31.25,7/6/2019,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE,3,0,5,0,3.19,0.41,0.5,1.36,0.52,5,0,15,0,0,1,2,0,2,0,5,Southpaw,172.72,177.8,145,4,0,0,3.44,0.33,0.2,1.64,0.41,8,7,74,2,0,2,7,8,0,0,17,Orthodox,175.26,185.42,145,37,35,4,5,-3,-12,7,-59,-2,-8,2,-2.54,-7.62,2,0.08,0.3,-0.28,0,1
Marlon Vera,Nohelin Hernandez,-470,375,21.27659574,375,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,0,0,1.32,0.34,0,0.71,0.5,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,135,0,3,0,3.43,0.47,1.4,0.76,0.38,3,4,28,0,0,0,1,3,3,0,7,Switch,172.72,177.8,135,26,25,0,-3,-3,-7,4,-28,0,-3,-3,5.08,2.54,1,-0.13,-1.4,-0.05,0,1
Caludia Gadelha,Randa Markos,-200,170,50,170,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,1,1,3.01,0.41,0.3,1.38,0.27,1,5,29,0,0,1,3,0,1,0,5,Orthodox,162.56,160.02,115,1,0,0,3.17,0.42,0.8,3.34,0.47,2,4,27,1,0,1,3,0,1,0,5,Orthodox,162.56,160.02,115,30,33,1,1,-1,0,-1,2,-1,0,0,0,0,-3,-0.01,-0.5,-1.96,0,1
Alejandro Perez,Song Yadong,185,-225,185,44.44444444,7/6/2019,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,3,0,3.54,0.38,0.7,0.97,1,3,0,6,0,0,0,1,1,1,0,3,Orthodox,172.72,170.18,135,1,0,1,3.52,0.35,0.1,0.52,0.2,4,2,24,0,0,1,3,3,0,0,7,Orthodox,167.64,170.18,135,29,21,1,3,-1,-4,2,-18,0,-2,1,5.08,0,8,0.03,0.6,0.45,0,1
Edmen Shahbazyan,Jack Marshman,-570,480,17.54385965,480,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE,3,0,1,0,2.64,0.28,0,0,0,1,3,14,0,0,1,1,1,0,0,3,Orthodox,182.88,185.42,185,0,2,0,4.11,0.52,0.8,6.77,0.4,2,0,4,0,0,1,0,1,0,0,2,Orthodox,187.96,187.96,185,21,29,0,-1,-1,1,-3,10,0,0,0,-5.08,-2.54,-8,-0.24,-0.8,-6.77,0,1
Ismail Naurdiev,Chance Rencountre,-570,435,17.54385965,435,7/6/2019,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,1,0,1.1,0.2,0.3,1.35,0.26,1,1,4,0,0,0,0,0,1,0,1,Southpaw,187.96,190.5,170,0,1,0,3.4,0.56,0.3,1.67,0.83,1,0,3,0,0,0,1,0,0,0,1,Orthodox,177.8,187.96,170,32,32,0,0,0,0,-1,1,0,0,1,10.16,2.54,0,-0.36,0,-0.32,0,1
Julia Avila,Pannie Kianzad,-250,210,40,210,7/6/2019,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE,3,1,0,0,4.03,0.41,0.4,0.4,0.2,0,1,2,0,0,0,0,0,0,0,0,Orthodox,170.18,167.64,135,0,0,0,3.27,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,135,31,27,-1,0,0,0,-1,2,0,0,0,0,-5.08,4,0.01,0.4,0.4,0,1
Corey Anderson,Jan Blachowicz,-235,195,42.55319149,195,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Blue,FALSE,Light Heavyweight,MALE,5,0,2,0,3.44,0.49,0.3,1.18,0.52,4,5,36,0,0,1,3,2,2,0,8,Orthodox,187.96,198.12,205,0,4,0,4.45,0.46,0,4.98,0.5,4,4,35,0,0,0,7,3,0,0,10,Orthodox,190.5,200.66,205,30,36,0,-2,0,-2,-1,1,0,-1,2,-2.54,-2.54,-6,0.03,0.3,-3.8,0,1
Diego Sanchez,Michel Pereira,135,-155,135,64.51612903,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Red,FALSE,Welterweight,MALE,3,1,0,0,2.26,0.44,0,1.79,0.4,1,1,4,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,170,1,0,0,2.75,0.38,0.9,1.62,0.25,9,12,83,1,0,3,10,6,2,0,21,Southpaw,177.8,182.88,170,38,26,0,0,-8,-20,11,-79,-1,-5,-2,7.62,2.54,12,0.06,-0.9,0.17,0,1
Montana De La Rosa,Mara Romero Borella,-175,155,57.14285714,155,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Red,FALSE,Women's Flyweight,FEMALE,3,1,0,0,2.98,0.35,0.3,1.68,0.41,0,1,10,0,0,1,0,0,1,0,2,Orthodox,167.64,175.26,125,1,0,0,2.49,0.31,2.3,2.69,0.33,3,1,9,0,0,0,0,0,3,0,3,Orthodox,170.18,172.72,125,25,33,0,0,-3,-1,0,1,0,0,-2,-2.54,2.54,-8,0.04,-2,-1.01,0,1
Brok Weaver,Kazula Vargas,-270,230,37.03703704,230,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,1.33,0.47,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,155,0,0,0,6.73,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,170,28,34,-1,0,0,0,-1,3,0,0,0,-10.16,-5.08,-6,-0.27,0,0,0,1
Rogerio Bontorin,Ray Borg,130,-150,130,66.66666667,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Blue,FALSE,Flyweight,MALE,3,0,1,0,1.26,0.49,1.2,3.66,0.5,3,4,30,1,0,0,4,0,2,0,6,Orthodox,162.56,160.02,135,0,2,0,3.23,0.52,1.6,2.72,0.41,2,0,4,0,0,1,0,1,0,0,2,Orthodox,165.1,170.18,125,27,26,0,-1,1,4,-4,26,1,-1,2,-2.54,-10.16,1,-0.03,-0.4,0.94,0,1
Lando Vannata,Yancy Medeiros,-120,100,83.33333333,100,2/15/2020,"Rio Rancho, New Mexico, USA", USA,Red,FALSE,Lightweight,MALE,3,2,0,0,3.99,0.35,0.6,0.14,0.33,3,6,28,0,0,1,1,3,3,0,8,Orthodox,177.8,190.5,155,1,0,2,4.41,0.42,0.5,1.35,0.42,1,4,19,0,0,0,0,1,1,0,2,Orthodox,175.26,180.34,155,27,32,-1,0,2,6,-2,9,0,2,2,2.54,10.16,-5,-0.07,0.1,-1.21,0,1
