R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details
Michael Trizano,Grant Dawson,145,-165,145.0,60.60606061,5/18/2019,"Rochester, New York, USA", USA,Blue,False,Featherweight,MALE,3,0,1,0,57.0,0.44,1.0,6.0,0.54,1,0,3,0,0,0,1,0,0,0,1,Switch,177.8,182.88,145,0,2,0,46.5,0.55,1.0,0.5,0.25,2,0,6,1,0,2,0,0,0,0,2,Orthodox,180.34,180.34,155,27,25,0,-1,-1,-1,0,-3,-1,0,0,-2.54,2.54,2,10.5,0.0,5.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke
Patrick Cummins,Ed Herman,-260,220,38.46153846,220.0,5/18/2019,"Rochester, New York, USA", USA,Blue,False,Light Heavyweight,MALE,3,3,0,0,29.71428571,0.495238095,0.761904762,1.523809524,0.47,3,11,47,1,0,1,2,3,4,0,10,Orthodox,185.42,195.58,205,2,0,0,39.66666667,0.495833333,0.083333333,2.833333333,0.3025,3,6,26,0,0,1,3,2,0,0,6,Orthodox,187.96,193.04,205,38,38,-1,0,0,4,-5,21,1,1,4,-2.54,2.54,0,-9.95238096,0.6785714290000001,-1.309523809,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee
Zak Cummings,Trevin Giles,170,-200,170.0,50.0,5/18/2019,"Rochester, New York, USA", USA,Red,False,Middleweight,MALE,3,0,2,0,55.5,0.69,0.0,2.5,0.5,2,0,5,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,185,0,1,0,28.9,0.34,0.6,0.7,0.21899999999999997,2,3,22,0,0,0,3,1,3,0,7,Southpaw,182.88,190.5,185,34,26,0,1,0,-5,3,-17,0,1,-3,0.0,-2.54,8,26.6,-0.6,1.8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke
Julio Arce,Julian Erosa,-800,550,12.5,550.0,5/18/2019,"Rochester, New York, USA", USA,Red,False,Featherweight,MALE,3,3,0,0,32.5,0.515,0.75,0.75,0.415,1,3,9,0,0,1,0,0,0,0,1,Southpaw,185.42,187.96,145,1,0,0,53.33333333,0.303333333,1.0,0.333333333,0.066666667,2,1,9,0,0,0,1,0,1,0,2,Southpaw,170.18,177.8,145,29,29,-2,0,-1,-1,-2,0,0,0,-1,15.24,10.16,0,-20.83333333,-0.25,0.41666666700000005,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick
Rose Namajunas,Jessica Andrade,120,-140,120.0,71.42857143,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,True,Women's Strawweight,FEMALE,5,0,3,0,72.85714286,0.549285714,0.35714285700000004,2.357142857,0.524285714,3,4,33,1,0,1,5,2,2,0,10,Orthodox,154.94,157.48,115,0,3,0,47.625,0.4425,0.75,2.0,0.5575,3,2,23,3,0,0,2,1,3,0,6,Orthodox,165.1,165.1,115,26,27,0,0,0,4,-2,10,-2,1,-1,-10.16,-7.62,-1,25.23214286,-0.39285714299999996,0.35714285700000004,0,1,1.0,0.0,,,0.0,,,,,,,,,,14.0,,,1.0,,,,,,,,,,,Red,KO/TKO,Slam
Jared Cannonier,Anderson Silva,-135,115,74.07407407,115.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,False,Middleweight,MALE,3,1,0,0,33.52173913,0.64173913,0.260869565,0.130434783,0.130434783,16,6,58,13,0,0,3,11,3,0,17,Southpaw,187.96,195.58,185,0,1,0,32.375,0.49375,0.0,0.125,0.125,2,4,17,0,0,0,1,3,0,0,4,Switch,180.34,195.58,185,35,44,-1,-1,14,13,-2,41,13,8,3,7.62,0.0,-9,1.14673913,0.260869565,0.005434783,0,1,15.0,9.0,,,,,,,9.0,,,,,,,,,,,,,15.0,,,,,,,Red,KO/TKO,Kick
Jose Aldo,Alexander Volkanovski,-145,125,68.96551724,125.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,False,Featherweight,MALE,3,0,6,0,72.0,0.596666667,0.5,2.666666667,0.456666667,6,0,15,0,0,0,3,3,0,0,6,Orthodox,167.64,180.34,145,0,2,0,54.30769231,0.432307692,0.23076923100000002,0.923076923,0.183076923,7,3,45,11,0,0,6,4,0,0,10,Orthodox,170.18,177.8,145,32,30,0,4,-1,-4,3,-30,-11,-1,0,-2.54,2.54,2,17.69230769,0.269230769,1.743589744,0,1,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,Red,U-DEC,
Thiago Alves,Laureano Staropoli,-125,105,80.0,105.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,False,Welterweight,MALE,3,0,1,0,97.0,0.35,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,180.34,170,0,1,0,41.4,0.4564,0.24,0.52,0.3196,7,10,61,1,0,1,5,7,1,1,15,Orthodox,175.26,177.8,170,35,26,0,0,-6,-14,10,-58,-1,-8,-1,10.16,2.54,9,55.6,-0.24,-0.52,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Irene Aldana,Bethe Correia,-400,325,25.0,325.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,False,Women's Bantamweight,FEMALE,3,2,0,0,50.75,0.46375,0.0,0.375,0.09375,3,4,21,1,0,2,1,1,0,0,4,Orthodox,165.1,162.56,135,0,2,0,95.25,0.4275,0.0,0.5,0.375,2,2,12,0,0,1,1,0,0,0,2,Orthodox,175.26,172.72,135,31,35,-2,-2,1,2,-2,9,1,1,0,-10.16,-10.16,-4,-44.5,0.0,-0.125,0,1,12.0,10.0,,,,10.0,,,,,,,,,,,,,12.0,,,,,,,,,,Red,SUB,Armbar
Rogerio Nogueira,Ryan Spann,105,-125,105.0,80.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,False,Light Heavyweight,MALE,3,0,1,0,46.0,0.47,1.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,195.58,200.66,205,0,1,0,26.27272727,0.335454545,0.181818182,0.090909091,0.090909091,2,5,24,0,0,1,1,4,0,0,6,Southpaw,187.96,190.5,205,42,27,0,0,-1,-5,5,-21,0,-4,0,7.62,10.16,15,19.72727273,0.818181818,-0.090909091,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch
Thiago Moises,Kurt Holobaugh,-125,105,80.0,105.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,False,Lightweight,MALE,3,3,0,0,54.66666667,0.433333333,0.666666667,0.666666667,0.276666667,0,3,7,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,155,1,0,0,8.0,0.5,4.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,24,32,-2,0,0,0,-2,4,0,0,0,5.08,0.0,-8,46.66666667,-3.333333333,0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Warlley Alves,Sergio Moraes,-135,115,74.07407407,115.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,False,Welterweight,MALE,3,1,0,0,30.16666667,0.4625,0.41666666700000005,1.083333333,0.3625,4,4,31,1,0,2,2,1,3,0,8,Orthodox,182.88,182.88,170,1,0,0,31.55555556,0.46555555600000004,0.666666667,0.8888888890000001,0.4,4,3,22,1,0,0,2,0,3,1,6,Orthodox,180.34,182.88,170,28,36,0,0,0,2,-1,9,0,0,0,2.54,0.0,-8,-1.38888889,-0.25,0.194444444,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch
BJ Penn,Clay Guida,525,-750,525.0,13.33333333,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,False,Lightweight,MALE,3,1,0,0,28.15384615,0.35769230799999996,0.538461538,2.423076923,0.34269230799999995,4,12,67,0,0,3,5,2,4,0,14,Orthodox,170.18,177.8,155,7,0,0,35.96153846,0.528461538,0.46153846200000004,1.0,0.316153846,3,14,74,11,0,0,1,6,4,1,12,Orthodox,175.26,177.8,155,40,37,6,0,1,2,2,-7,-11,-5,0,-5.08,0.0,3,-7.80769231,0.07692307599999999,1.4230769230000002,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Luana Carolina,Priscila Cachoeira,-170,150,58.82352941,150.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,False,Women's Flyweight,FEMALE,3,2,0,0,38.5,0.24,0.0,0.0,0.0,0,2,5,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,25,30,-2,0,0,0,-2,5,0,0,0,2.54,-10.16,-5,38.5,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Raoni Barcelos,Carlos Huachin,-1100,700,9.090909091,700.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,False,Bantamweight,MALE,3,0,0,0,,0.21,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,162.56,170.18,135,0,2,0,58.5,0.555,0.5,2.5,0.875,2,0,5,0,0,0,0,1,1,0,2,Orthodox,170.18,170.18,135,32,22,0,-2,-2,-2,0,-5,0,-1,-1,-7.62,0.0,10,-58.5,-0.5,-2.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows
Talita Bernardo,Viviane Araujo,-280,240,35.71428571,240.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,False,Women's Bantamweight,FEMALE,3,0,0,0,,0.47,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,172.72,135,0,1,0,42.66666667,0.45,0.666666667,2.0,0.28,1,2,9,0,0,0,1,0,0,0,1,Orthodox,162.56,172.72,135,32,32,0,-1,-1,-1,2,-9,0,0,0,0.0,0.0,0,-42.66666667,-0.666666667,-2.0,0,1,,15.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch
Al Iaquinta,Donald Cerrone,-130,110,76.92307692,110.0,5/4/2019,"Ottawa, Ontario, Canada", Canada,Blue,False,Lightweight,MALE,5,0,2,0,43.73333333,0.5,0.36666666700000006,0.7,0.305333333,8,8,63,1,0,0,6,10,6,0,22,Orthodox,185.42,185.42,155,0,1,0,53.08333333,0.445,0.25,0.666666667,0.215,5,3,33,2,0,1,4,4,0,0,9,Orthodox,177.8,177.8,155,32,36,0,1,3,13,-5,30,-1,6,6,7.62,7.62,-4,-9.35,0.11666666699999999,0.033333333,0,1,7.0,4.0,,,,,,,,,4.0,,,,,,,,,,,,,7.0,,,,,Red,U-DEC,
Derek Brunson,Elias Theodorou,-110,-110,90.90909091,90.90909091,5/4/2019,"Ottawa, Ontario, Canada", Canada,Red,False,Middleweight,MALE,3,0,3,0,57.9,0.41700000000000004,0.0,1.3,0.266,3,2,28,1,0,1,5,2,0,0,8,Orthodox,185.42,190.5,185,2,0,0,18.5,0.438571429,0.214285714,0.9285714290000001,0.10214285699999999,5,5,22,0,0,0,2,6,1,0,9,Southpaw,185.42,195.58,185,35,30,2,3,-2,-1,3,6,1,-4,-1,0.0,-5.08,5,39.4,-0.214285714,0.37142857100000004,0,1,14.0,8.0,,,,,,,8.0,,,,,,,,,,,,,14.0,,,,,,,Red,U-DEC,
Cub Swanson,Shane Burgos,160,-185,160.0,54.05405405,5/4/2019,"Ottawa, Ontario, Canada", Canada,Blue,False,Featherweight,MALE,3,0,1,0,71.6,0.504,0.2,0.4,0.4,3,1,13,0,0,0,2,1,1,0,4,Orthodox,180.34,190.5,145,3,0,0,61.6875,0.488125,0.125,0.6875,0.37875,6,6,46,0,0,0,6,4,0,0,10,Orthodox,172.72,177.8,145,35,28,3,1,-3,-6,5,-33,0,-3,1,7.62,12.7,7,9.9125,0.075,-0.2875,0,1,,10.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,Red,S-DEC,
Brad Katona,Merab Dvalishvili,140,-160,140.0,62.5,5/4/2019,"Ottawa, Ontario, Canada", Canada,Blue,False,Bantamweight,MALE,3,0,1,0,56.66666667,0.35,0.0,7.333333333,0.45333333299999995,1,2,9,0,0,0,1,0,0,0,1,Orthodox,167.64,172.72,135,0,2,0,73.5,0.555,0.0,1.0,0.14,2,0,6,1,0,0,2,0,0,0,2,Orthodox,167.64,162.56,135,27,28,0,-1,-1,-1,-2,3,-1,0,0,0.0,10.16,-1,-16.83333333,0.0,6.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Walt Harris,Serghei Spivac,-165,145,60.60606061,145.0,5/4/2019,"Ottawa, Ontario, Canada", Canada,Red,False,Heavyweight,MALE,3,0,0,0,,0.53,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,260,1,0,0,21.09090909,0.33727272700000005,0.090909091,0.181818182,0.120909091,2,7,20,0,0,0,0,4,0,0,4,Southpaw,195.58,195.58,250,35,24,1,0,-2,-4,7,-20,0,-4,0,-5.08,2.54,11,-21.09090909,-0.090909091,-0.181818182,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knees
Marc-Andre Barriault,Andrew Sanchez,140,-160,140.0,62.5,5/4/2019,"Ottawa, Ontario, Canada", Canada,Blue,False,Middleweight,MALE,3,0,1,0,67.4,0.53,0.0,2.6,0.264,2,2,15,1,0,0,3,0,0,0,3,Orthodox,185.42,187.96,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,185,29,31,0,1,2,3,-2,15,1,0,0,0.0,0.0,-2,67.4,0.0,2.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Macy Chiasson,Sarah Moras,-700,500,14.28571429,500.0,5/4/2019,"Ottawa, Ontario, Canada", Canada,Red,False,Women's Bantamweight,FEMALE,3,2,0,0,23.2,0.39799999999999996,0.8,0.8,0.28,1,3,13,0,0,0,1,0,1,0,2,Orthodox,170.18,170.18,135,0,2,0,24.5,0.495,1.0,0.0,0.0,2,0,3,1,0,0,0,1,1,0,2,Orthodox,180.34,182.88,135,27,31,-2,-2,-1,0,-3,10,-1,-1,0,-10.16,-12.7,-4,-1.3,-0.2,0.8,0,1,,14.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches
Aiemann Zahabi,Vince Morales,-175,155,57.14285714,155.0,5/4/2019,"Ottawa, Ontario, Canada", Canada,Blue,False,Bantamweight,MALE,3,1,0,0,74.0,0.36,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,1,0,0,45.0,0.41,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,135,31,28,0,0,-1,-1,0,-3,0,0,0,-2.54,5.08,3,29.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Nordine Taleb,Kyle Prepolec,-420,335,23.80952381,335.0,5/4/2019,"Ottawa, Ontario, Canada", Canada,Red,False,Welterweight,MALE,3,0,0,0,,0.34,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,170,2,0,0,35.7,0.5820000000000001,0.0,1.6,0.5,3,4,23,0,0,1,3,2,0,0,6,Orthodox,185.42,187.96,170,37,29,2,0,-3,-6,4,-23,0,-2,0,-7.62,-10.16,8,-35.7,0.0,-1.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Kyle Nelson,Matt Sayles,165,-190,165.0,52.63157895,5/4/2019,"Ottawa, Ontario, Canada", Canada,Blue,False,Featherweight,MALE,3,1,0,0,77.0,0.32,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,145,1,0,0,20.0,0.4,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Switch,180.34,180.34,155,28,25,0,0,0,0,0,1,0,0,0,-10.16,-7.62,3,57.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle
Arjan Bhullar,Juan Adams,115,-135,115.0,74.07407407,5/4/2019,"Ottawa, Ontario, Canada", Canada,Red,False,Heavyweight,MALE,3,0,1,0,86.0,0.59,0.0,2.0,1.0,1,0,3,0,0,0,0,1,0,0,1,Orthodox,195.58,203.2,265,0,1,0,26.66666667,0.51,0.0,1.333333333,0.72,1,1,8,0,0,0,2,0,0,0,2,Orthodox,185.42,190.5,245,32,27,0,0,0,-1,1,-5,0,1,0,10.16,12.7,5,59.33333333,0.0,0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Mitch Gagnon,Cole Smith,-120,100,83.33333333,100.0,5/4/2019,"Ottawa, Ontario, Canada", Canada,Blue,False,Bantamweight,MALE,3,0,0,0,,0.33,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,170.18,135,2,0,0,28.57142857,0.461428571,1.142857143,0.857142857,0.30142857100000003,4,3,15,0,0,0,1,0,3,0,4,Southpaw,165.1,165.1,135,34,30,2,0,-4,-4,3,-15,0,0,-3,15.24,5.08,4,-28.57142857,-1.142857143,-0.857142857,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Jacare Souza,Jack Hermansson,-225,185,44.44444444,185.0,4/27/2019,"Sunrise, Florida, USA", USA,Blue,False,Middleweight,MALE,5,0,3,0,30.875,0.51375,0.375,1.0,0.52,3,2,13,0,0,0,1,3,2,0,6,Orthodox,185.42,195.58,185,0,1,0,26.83333333,0.5066666670000001,0.666666667,1.083333333,0.303333333,5,3,23,0,0,0,1,4,4,0,9,Orthodox,185.42,182.88,185,39,30,0,2,-2,-3,1,-10,0,-1,-2,0.0,12.7,9,4.04166667,-0.291666667,-0.083333333,0,1,10.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,Blue,U-DEC,
Greg Hardy,Dmitrii Smoliakov,-290,245,34.48275862,245.0,4/27/2019,"Sunrise, Florida, USA", USA,Red,False,Heavyweight,MALE,3,2,0,0,9.5,0.455,0.0,0.0,0.0,0,2,3,0,0,0,0,0,0,0,0,Switch,187.96,187.96,253,1,0,0,29.0,0.45,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,195.58,203.2,265,30,36,-1,0,0,0,-1,1,0,0,0,-7.62,-15.24,-6,-19.5,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches
Alex Oliveira,Mike Perry,-165,145,60.60606061,145.0,4/27/2019,"Sunrise, Florida, USA", USA,Blue,False,Welterweight,MALE,3,1,0,0,40.44444444,0.49,0.0,0.5555555560000001,0.323333333,2,4,20,0,0,1,0,4,0,0,5,Orthodox,177.8,180.34,170,1,0,0,26.85714286,0.522857143,0.5,1.857142857,0.267857143,3,5,30,0,0,0,2,4,3,0,9,Orthodox,180.34,193.04,170,31,27,0,0,-1,-4,1,-10,0,0,-3,-2.54,-12.7,4,13.58730158,-0.5,-1.3015873009999999,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Glover Teixeira,Ion Cutelaba,-120,100,83.33333333,100.0,4/27/2019,"Sunrise, Florida, USA", USA,Red,False,Light Heavyweight,MALE,3,0,2,0,42.6,0.502,0.0,1.2,0.17,2,2,11,0,0,0,1,2,0,0,3,Southpaw,185.42,190.5,205,0,1,0,30.4375,0.456875,0.5,1.3125,0.364375,5,5,36,1,0,0,2,4,4,1,11,Orthodox,187.96,193.04,205,39,25,0,1,-3,-8,3,-25,-1,-3,-4,-2.54,-2.54,14,12.1625,-0.5,-0.1125,0,1,,11.0,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke
John Lineker,Cory Sandhagen,-155,135,64.51612903,135.0,4/27/2019,"Sunrise, Florida, USA", USA,Blue,False,Bantamweight,MALE,3,0,3,0,54.33333333,0.47666666700000004,0.666666667,0.666666667,0.5,3,0,5,0,0,0,0,2,1,0,3,Switch,180.34,177.8,135,0,2,0,60.26666667,0.414,0.46666666700000003,0.4,0.166666667,6,3,38,0,0,1,4,6,1,0,12,Orthodox,160.02,170.18,135,28,27,0,1,-3,-9,3,-33,0,-4,0,20.32,7.62,1,-5.93333334,0.2,0.26666666699999997,0,1,,8.0,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,Red,S-DEC,
Roosevelt Roberts,Thomas Gifford,-470,375,21.27659574,375.0,4/27/2019,"Sunrise, Florida, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,0.37,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,155,0,1,0,16.0,0.45,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,187.96,185.42,155,25,26,0,-1,-1,-1,0,-1,0,0,-1,-2.54,5.08,-1,-16.0,-1.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Ben Saunders,Takashi Sato,190,-230,190.0,43.47826087,4/27/2019,"Sunrise, Florida, USA", USA,Blue,False,Welterweight,MALE,3,0,0,0,,0.36,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,170,2,0,0,25.17647059,0.540588235,0.529411765,0.117647059,0.117647059,3,8,33,0,0,1,2,3,3,0,9,Orthodox,187.96,195.58,170,36,28,2,0,-3,-9,8,-33,0,-3,-3,-10.16,-10.16,8,-25.17647059,-0.529411765,-0.117647059,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows
Andrei Arlovski,Augusto Sakai,145,-165,145.0,60.60606061,4/27/2019,"Sunrise, Florida, USA", USA,Blue,False,Heavyweight,MALE,3,0,1,0,111.0,0.5,0.0,1.0,1.0,1,0,3,0,0,0,0,1,0,0,1,Orthodox,190.5,195.58,265,3,0,0,26.75,0.453928571,0.17857142899999998,0.321428571,0.12857142900000001,7,12,59,5,0,1,4,9,2,0,16,Orthodox,190.5,195.58,240,40,27,3,1,-6,-15,12,-56,-5,-8,-2,0.0,0.0,13,84.25,-0.17857142899999998,0.6785714290000001,0,1,,15.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,Red,S-DEC,
Carla Esparza,Virna Jandiroba,-130,110,76.92307692,110.0,4/27/2019,"Sunrise, Florida, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,0,0,,0.42,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,115,2,0,0,29.0,0.412857143,0.428571429,2.714285714,0.37,1,4,20,2,0,0,2,0,1,0,3,Orthodox,154.94,160.02,115,31,30,2,0,-1,-3,4,-20,-2,0,-1,5.08,2.54,1,-29.0,-0.428571429,-2.714285714,0,1,,9.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,
Gilbert Burns,Mike Davis,-245,205,40.81632653,205.0,4/27/2019,"Sunrise, Florida, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,0.54,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,155,0,1,0,31.7,0.428,0.5,1.6,0.45299999999999996,3,3,22,0,0,0,2,2,3,0,7,Orthodox,177.8,180.34,155,32,26,0,-1,-3,-7,3,-22,0,-2,-3,5.08,2.54,6,-31.7,-0.5,-1.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke
Jim Miller,Jason Gonzalez,-115,105,86.95652174,105.0,4/27/2019,"Sunrise, Florida, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,12.0,0.35333333299999997,0.333333333,0.0,0.0,1,2,4,0,0,0,0,0,1,0,1,Southpaw,187.96,187.96,155,1,0,0,28.58064516,0.38645161299999997,1.2903225809999999,1.161290323,0.422580645,7,13,71,0,0,2,6,3,7,0,18,Southpaw,172.72,180.34,155,35,29,0,0,-6,-17,11,-67,0,-3,-6,15.24,7.62,6,-16.58064516,-0.956989248,-1.161290323,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke
Angela Hill,Jodie Esquibel,-610,455,16.39344262,455.0,4/27/2019,"Sunrise, Florida, USA", USA,Red,False,Women's Strawweight,FEMALE,3,2,0,0,73.0,0.395,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,154.94,162.56,115,2,0,0,69.55555556,0.478888889,0.0,0.333333333,0.27777777800000003,1,6,23,0,0,0,3,0,0,0,3,Orthodox,160.02,162.56,115,34,32,0,0,-1,-3,4,-17,0,0,0,-5.08,0.0,2,3.44444444,0.0,-0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,
Court McGee,Dhiego Lima,-150,130,66.66666667,130.0,4/27/2019,"Sunrise, Florida, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,15.42857143,0.47428571399999997,0.571428571,0.857142857,0.107142857,1,5,12,2,0,0,1,1,0,0,2,Orthodox,187.96,187.96,170,0,1,0,63.78571429,0.37214285700000005,0.428571429,1.785714286,0.267142857,3,6,39,1,0,1,5,0,2,0,8,Orthodox,180.34,190.5,170,34,30,0,0,-2,-6,1,-27,1,1,-2,7.62,-2.54,4,-48.35714286,0.142857142,-0.9285714290000001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,
