R_fighter,B_fighter,date,finish,finish_details
Nate Diaz,Jim Miller,5/5/2012,SUB,Guillotine Choke
Josh Koscheck,Johny Hendricks,5/5/2012,S-DEC,
Rousimar Palhares,Alan Belcher,5/5/2012,KO/TKO,Punches
Pat Barry,Lavar Johnson,5/5/2012,KO/TKO,Punches
Tony Ferguson,Michael Johnson,5/5/2012,U-DEC,
John Dodson,Tim Elliott,5/5/2012,U-DEC,
John Hathaway,Pascal Krauss,5/5/2012,U-DEC,
Louis Gaudinot,John Lineker,5/5/2012,SUB,Guillotine Choke
Danny Castillo,John Cholish,5/5/2012,U-DEC,
Dennis Bermudez,Pablo Garza,5/5/2012,U-DEC,
Roland Delorme,Nick Denis,5/5/2012,SUB,Rear Naked Choke
Mike Massenzio,Karlos Vemola,5/5/2012,SUB,Rear Naked Choke
Jon Jones,Rashad Evans,4/21/2012,U-DEC,
Rory MacDonald,Che Mills,4/21/2012,KO/TKO,Punches
Brendan Schaub,Ben Rothwell,4/21/2012,KO/TKO,Punch
Miguel Torres,Michael McDonald,4/21/2012,KO/TKO,Punch
Mark Hominick,Eddie Yagin,4/21/2012,S-DEC,
Mark Bocek,John Alessio,4/21/2012,U-DEC,
Travis Browne,Chad Griggs,4/21/2012,SUB,Arm Triangle
Matt Brown,Stephen Thompson,4/21/2012,U-DEC,
John Makdessi,Anthony Njokuani,4/21/2012,U-DEC,
Mac Danzig,Efrain Escudero,4/21/2012,U-DEC,
Keith Wisniewski,Chris Clements,4/21/2012,S-DEC,
Marcus Brimage,Maximo Blanco,4/21/2012,S-DEC,
Alexander Gustafsson,Thiago Silva,4/14/2012,U-DEC,
Brian Stann,Alessio Sakara,4/14/2012,KO/TKO,Punch
Paulo Thiago,Siyar Bahadurzada,4/14/2012,KO/TKO,Punch
Dennis Siver,Diego Nunes,4/14/2012,U-DEC,
DaMarques Johnson,John Maguire,4/14/2012,SUB,Armbar
Brad Pickett,Damacio Page,4/14/2012,SUB,Rear Naked Choke
Papy Abedi,James Head,4/14/2012,SUB,Rear Naked Choke
Cyrille Diabate,Tom DeBlass,4/14/2012,M-DEC,
Francis Carmont,Magnus Cedenblad,4/14/2012,SUB,Rear Naked Choke
Reza Madadi,Yoislandy Izquierdo,4/14/2012,SUB,Guillotine Choke
Simeon Thoresen,Besam Yousef,4/14/2012,SUB,Rear Naked Choke
Jason Young,Eric Wisely,4/14/2012,U-DEC,
Thiago Alves,Martin Kampmann,3/2/2012,SUB,Guillotine Choke
Joseph Benavidez,Yasuhiro Urushitani,3/2/2012,KO/TKO,Punch
Court McGee,Costas Philippou,3/2/2012,,
James Te Huna,Aaron Rosa,3/2/2012,KO/TKO,Punches
Anthony Perosh,Nick Penner,3/2/2012,KO/TKO,Punches
Cole Miller,Steven Siler,3/2/2012,U-DEC,
Kyle Noke,Andrew Craig,3/2/2012,U-DEC,
TJ Waldburger,Jake Hecht,3/2/2012,SUB,Armbar
Mackens Semerzier,Daniel Pineda,3/2/2012,SUB,Armbar
Oli Thompson,Shawn Jordan,3/2/2012,KO/TKO,Punches
Frankie Edgar,Benson Henderson,2/25/2012,U-DEC,
Rampage Jackson,Ryan Bader,2/25/2012,,
Mark Hunt,Cheick Kongo,2/25/2012,KO/TKO,Punches
Yoshihiro Akiyama,Jake Shields,2/25/2012,U-DEC,
Yushin Okami,Tim Boetsch,2/25/2012,KO/TKO,Punches
Hatsu Hioki,Bart Palaszewski,2/25/2012,U-DEC,
Anthony Pettis,Joe Lauzon,2/25/2012,KO/TKO,Kick
Takanori Gomi,Eiji Mitsuoka,2/25/2012,KO/TKO,Punches
Norifumi Yamamoto,Vaughan Lee,2/25/2012,SUB,Armbar
Riki Fukuda,Steve Cantwell,2/25/2012,U-DEC,
Takeya Mizugaki,Chris Cariaso,2/25/2012,U-DEC,
Tiequan Zhang,Issei Tamura,2/25/2012,KO/TKO,Punch
Diego Sanchez,Jake Ellenberger,2/15/2012,U-DEC,
Stefan Struve,Dave Herman,2/15/2012,KO/TKO,Punches
Aaron Simpson,Ronny Markes,2/15/2012,S-DEC,
Stipe Miocic,Philip De Fries,2/15/2012,KO/TKO,Punch
TJ Dillashaw,Walel Watson,2/15/2012,U-DEC,
Ivan Menjivar,John Albert,2/15/2012,SUB,Rear Naked Choke
Jonathan Brookins,Vagner Rocha,2/15/2012,KO/TKO,Punches
Anton Kuivanen,Justin Salas,2/15/2012,U-DEC,
Tim Means,Bernardo Magalhaes,2/15/2012,U-DEC,
Nick Diaz,Carlos Condit,2/4/2012,U-DEC,
Roy Nelson,Fabricio Werdum,2/4/2012,U-DEC,
Josh Koscheck,Mike Pierce,2/4/2012,S-DEC,
Renan Barao,Scott Jorgensen,2/4/2012,U-DEC,
Ed Herman,Clifford Starks,2/4/2012,SUB,Rear Naked Choke
Dustin Poirier,Max Holloway,2/4/2012,SUB,Armbar
Alex Caceres,Edwin Figueroa,2/4/2012,S-DEC,
Matt Brown,Chris Cope,2/4/2012,KO/TKO,Punches
Matthew Riddle,Henry Martinez,2/4/2012,S-DEC,
Rafael Natal,Michael Kuiper,2/4/2012,U-DEC,
Dan Stittgen,Stephen Thompson,2/4/2012,KO/TKO,Kick
Rashad Evans,Phil Davis,1/28/2012,U-DEC,
Chael Sonnen,Michael Bisping,1/28/2012,U-DEC,
Demian Maia,Chris Weidman,1/28/2012,U-DEC,
Evan Dunham,Nik Lentz,1/28/2012,KO/TKO,
Mike Russow,Jon Olav Einemo,1/28/2012,U-DEC,
Cub Swanson,George Roop,1/28/2012,KO/TKO,Punch
Charles Oliveira,Eric Wisely,1/28/2012,SUB,Other - Lock
Michael Johnson,Shane Roller,1/28/2012,U-DEC,
Joey Beltran,Lavar Johnson,1/28/2012,KO/TKO,Punches
Chris Camozzi,Dustin Jacoby,1/28/2012,SUB,Guillotine Choke
Melvin Guillard,Jim Miller,1/20/2012,SUB,Rear Naked Choke
Duane Ludwig,Josh Neer,1/20/2012,SUB,Guillotine Choke
Mike Easton,Jared Papazian,1/20/2012,M-DEC,
Pat Barry,Christian Morecraft,1/20/2012,KO/TKO,Punch
Jorge Rivera,Eric Schafer,1/20/2012,KO/TKO,Punches
Kamal Shalorus,Khabib Nurmagomedov,1/20/2012,SUB,Rear Naked Choke
Charlie Brenneman,Daniel Roberts,1/20/2012,U-DEC,
Fabricio Camoes,Tommy Hayden,1/20/2012,SUB,Rear Naked Choke
Daniel Pineda,Pat Schilling,1/20/2012,SUB,Rear Naked Choke
Joseph Sandoval,Nick Denis,1/20/2012,KO/TKO,Elbows
Jose Aldo,Chad Mendes,1/14/2012,KO/TKO,Knee
Vitor Belfort,Anthony Johnson,1/14/2012,SUB,Rear Naked Choke
Rousimar Palhares,Mike Massenzio,1/14/2012,SUB,Heel Hook
Erick Silva,Carlo Prater,1/14/2012,DQ,
Edson Barboza,Terry Etim,1/14/2012,KO/TKO,Kick
Thiago Tavares,Sam Stout,1/14/2012,U-DEC,
Gabriel Gonzaga,Ednaldo Oliveira,1/14/2012,SUB,Rear Naked Choke
Iuri Alcantara,Michihiro Omigawa,1/14/2012,U-DEC,
Ricardo Funch,Mike Pyle,1/14/2012,KO/TKO,Knees
Felipe Arantes,Antonio Carvalho,1/14/2012,U-DEC,
Brock Lesnar,Alistair Overeem,12/30/2011,KO/TKO,Kick
Nate Diaz,Donald Cerrone,12/30/2011,U-DEC,
Jon Fitch,Johny Hendricks,12/30/2011,KO/TKO,Punch
Vladimir Matyushenko,Alexander Gustafsson,12/30/2011,KO/TKO,Punch
Nam Phan,Jimy Hettes,12/30/2011,U-DEC,
Ross Pearson,Junior Assuncao,12/30/2011,U-DEC,
Anthony Njokuani,Danny Castillo,12/30/2011,S-DEC,
Dong Hyun Kim,Sean Pierson,12/30/2011,U-DEC,
Jacob Volkmann,Efrain Escudero,12/30/2011,U-DEC,
Manvel Gamburyan,Diego Nunes,12/30/2011,U-DEC,
Jon Jones,Lyoto Machida,12/10/2011,SUB,Guillotine Choke
Frank Mir,Minotauro Nogueira,12/10/2011,,
Tito Ortiz,Rogerio Nogueira,12/10/2011,KO/TKO,Punches
Claude Patrick,Brian Ebersole,12/10/2011,S-DEC,
Mark Hominick,Chan Sung Jung,12/10/2011,KO/TKO,Punch
Krzysztof Soszynski,Igor Pokrajac,12/10/2011,KO/TKO,Punches
Jared Hamman,Costas Philippou,12/10/2011,,
John Makdessi,Dennis Hallman,12/10/2011,SUB,Rear Naked Choke
Walel Watson,Yves Jabouin,12/10/2011,S-DEC,
Mark Bocek,Nik Lentz,12/10/2011,U-DEC,
Rich Attonito,Jake Hecht,12/10/2011,KO/TKO,Elbows
Mitch Clarke,John Cholish,12/10/2011,KO/TKO,Punches
Michael Bisping,Jason Miller,12/3/2011,KO/TKO,Knees
Diego Brandao,Dennis Bermudez,12/3/2011,SUB,Armbar
TJ Dillashaw,John Dodson,12/3/2011,KO/TKO,Punches
Tony Ferguson,Yves Edwards,12/3/2011,U-DEC,
Louis Gaudinot,Johnny Bedford,12/3/2011,KO/TKO,Knees
Marcus Brimage,Stephen Bass,12/3/2011,U-DEC,
Dustin Pague,John Albert,12/3/2011,KO/TKO,Punches
Roland Delorme,Josh Ferguson,12/3/2011,SUB,Rear Naked Choke
Steven Siler,Josh Clopton,12/3/2011,U-DEC,
Bryan Caraway,Dustin Neace,12/3/2011,SUB,Rear Naked Choke
Mauricio Rua,Dan Henderson,11/19/2011,U-DEC,
Wanderlei Silva,Cung Le,11/19/2011,KO/TKO,Knee
Urijah Faber,Brian Bowles,11/19/2011,SUB,Guillotine Choke
Rick Story,Martin Kampmann,11/19/2011,S-DEC,
Stephan Bonnar,Kyle Kingsbury,11/19/2011,U-DEC,
Ryan Bader,Jason Brilz,11/19/2011,KO/TKO,Punch
Michael McDonald,Alex Soto,11/19/2011,KO/TKO,Punches
Tom Lawlor,Chris Weidman,11/19/2011,SUB,D'Arce Choke
Gleison Tibau,Rafael Dos Anjos,11/19/2011,S-DEC,
Miguel Torres,Nick Pace,11/19/2011,U-DEC,
Matt Brown,Seth Baczynski,11/19/2011,SUB,Guillotine Choke
Danny Castillo,Shamar Bailey,11/19/2011,KO/TKO,Punches
Cain Velasquez,Junior Dos Santos,11/12/2011,KO/TKO,Punch
Clay Guida,Benson Henderson,11/12/2011,U-DEC,
Dustin Poirier,Pablo Garza,11/12/2011,SUB,D'Arce Choke
Cub Swanson,Ricardo Lamas,11/12/2011,SUB,Arm Triangle
DaMarques Johnson,Clay Harvison,11/12/2011,KO/TKO,Punch
Norifumi Yamamoto,Darren Uyenoyama,11/12/2011,U-DEC,
Alex Caceres,Cole Escovedo,11/12/2011,U-DEC,
Mike Pierce,Paul Bradley,11/12/2011,S-DEC,
Aaron Rosa,Matt Lucas,11/12/2011,M-DEC,
Chris Leben,Mark Munoz,11/5/2011,KO/TKO,
Brad Pickett,Renan Barao,11/5/2011,SUB,Rear Naked Choke
Thiago Alves,Papy Abedi,11/5/2011,SUB,Rear Naked Choke
Cyrille Diabate,Anthony Perosh,11/5/2011,SUB,Rear Naked Choke
Terry Etim,Edward Faaloloto,11/5/2011,SUB,Guillotine Choke
John Maguire,Justin Edwards,11/5/2011,U-DEC,
Rob Broughton,Philip De Fries,11/5/2011,U-DEC,
Michihiro Omigawa,Jason Young,11/5/2011,U-DEC,
Chris Cope,Che Mills,11/5/2011,KO/TKO,Knee
Chris Cariaso,Vaughan Lee,11/5/2011,S-DEC,
BJ Penn,Nick Diaz,10/29/2011,U-DEC,
Cheick Kongo,Matt Mitrione,10/29/2011,U-DEC,
Mirko Cro Cop,Roy Nelson,10/29/2011,,
Scott Jorgensen,Jeff Curran,10/29/2011,U-DEC,
Hatsu Hioki,George Roop,10/29/2011,S-DEC,
Dennis Siver,Donald Cerrone,10/29/2011,SUB,Rear Naked Choke
Tyson Griffin,Bart Palaszewski,10/29/2011,KO/TKO,Punches
Brandon Vera,Eliot Marshall,10/29/2011,U-DEC,
Ramsey Nijem,Danny Downes,10/29/2011,U-DEC,
Chris Camozzi,Francis Carmont,10/29/2011,U-DEC,
Dustin Jacoby,Clifford Starks,10/29/2011,U-DEC,
Frankie Edgar,Gray Maynard,10/8/2011,KO/TKO,Punches
Jose Aldo,Kenny Florian,10/8/2011,U-DEC,
Chael Sonnen,Brian Stann,10/8/2011,SUB,Arm Triangle
Leonard Garcia,Nam Phan,10/8/2011,U-DEC,
Melvin Guillard,Joe Lauzon,10/8/2011,SUB,Rear Naked Choke
Demian Maia,Jorge Santiago,10/8/2011,U-DEC,
Anthony Pettis,Jeremy Stephens,10/8/2011,S-DEC,
Joey Beltran,Stipe Miocic,10/8/2011,U-DEC,
Tiequan Zhang,Darren Elkins,10/8/2011,U-DEC,
Aaron Simpson,Eric Schafer,10/8/2011,U-DEC,
Steve Cantwell,Mike Massenzio,10/8/2011,U-DEC,
Dominick Cruz,Demetrious Johnson,10/1/2011,U-DEC,
Pat Barry,Stefan Struve,10/1/2011,SUB,Triangle Choke
Anthony Johnson,Charlie Brenneman,10/1/2011,KO/TKO,Kick
Matt Wiman,Mac Danzig,10/1/2011,U-DEC,
Yves Edwards,Rafaello Oliveira,10/1/2011,KO/TKO,Kick
Michael Johnson,Paul Sass,10/1/2011,SUB,Heel Hook
Mike Easton,Byron Bloodworth,10/1/2011,KO/TKO,Knee
Shane Roller,TJ Grant,10/1/2011,SUB,Armbar
Josh Neer,Keith Wisniewski,10/1/2011,KO/TKO,
Walel Watson,Joseph Sandoval,10/1/2011,KO/TKO,Punches
Jon Jones,Rampage Jackson,9/24/2011,,
Matt Hughes,Josh Koscheck,9/24/2011,KO/TKO,Punches
Ben Rothwell,Mark Hunt,9/24/2011,U-DEC,
Travis Browne,Rob Broughton,9/24/2011,U-DEC,
Nate Diaz,Takanori Gomi,9/24/2011,SUB,Armbar
Tony Ferguson,Aaron Riley,9/24/2011,KO/TKO,
Nick Ring,Tim Boetsch,9/24/2011,U-DEC,
Junior Assuncao,Eddie Yagin,9/24/2011,U-DEC,
Takeya Mizugaki,Cole Escovedo,9/24/2011,KO/TKO,Punches
James Te Huna,Ricardo Romero,9/24/2011,KO/TKO,Punches
Jake Shields,Jake Ellenberger,9/17/2011,KO/TKO,Knee
Court McGee,Dongi Yang,9/17/2011,U-DEC,
Jonathan Brookins,Erik Koch,9/17/2011,U-DEC,
Alan Belcher,Jason MacDonald,9/17/2011,KO/TKO,Punches
Cody McKenzie,Vagner Rocha,9/17/2011,SUB,Rear Naked Choke
Evan Dunham,Shamar Bailey,9/17/2011,U-DEC,
Matthew Riddle,Lance Benoist,9/17/2011,U-DEC,
Ken Stone,Donny Walker,9/17/2011,SUB,Rear Naked Choke
Clay Harvison,Seth Baczynski,9/17/2011,SUB,Rear Naked Choke
TJ Waldburger,Mike Stumpf,9/17/2011,SUB,Triangle Choke
Robert Peralta,Mike Lullo,9/17/2011,U-DEC,
Justin Edwards,Jorge Lopez,9/17/2011,U-DEC,
Anderson Silva,Yushin Okami,8/27/2011,KO/TKO,Punches
Mauricio Rua,Forrest Griffin,8/27/2011,KO/TKO,Punches
Ross Pearson,Edson Barboza,8/27/2011,S-DEC,
Minotauro Nogueira,Brendan Schaub,8/27/2011,,
Luiz Cane,Stanislav Nedkov,8/27/2011,KO/TKO,Punches
Thiago Tavares,Spencer Fisher,8/27/2011,KO/TKO,Punches
Rousimar Palhares,Dan Miller,8/27/2011,U-DEC,
Paulo Thiago,David Mitchell,8/27/2011,U-DEC,
Raphael Assuncao,Johnny Eduardo,8/27/2011,U-DEC,
Erick Silva,Luis Ramos,8/27/2011,KO/TKO,Punch
Iuri Alcantara,Felipe Arantes,8/27/2011,U-DEC,
Yves Jabouin,Ian Loveland,8/27/2011,S-DEC,
Dan Hardy,Chris Lytle,8/14/2011,SUB,Guillotine Choke
Jim Miller,Benson Henderson,8/14/2011,U-DEC,
Donald Cerrone,Charles Oliveira,8/14/2011,KO/TKO,Punches
Amir Sadollah,Duane Ludwig,8/14/2011,U-DEC,
CB Dollaway,Jared Hamman,8/14/2011,KO/TKO,Punches
Joseph Benavidez,Eddie Wineland,8/14/2011,U-DEC,
Ed Herman,Kyle Noke,8/14/2011,SUB,Heel Hook
Ronny Markes,Karlos Vemola,8/14/2011,U-DEC,
Jimy Hettes,Alex Caceres,8/14/2011,SUB,Rear Naked Choke
Cole Miller,TJ O'Brien,8/14/2011,SUB,Guillotine Choke
Jacob Volkmann,Danny Castillo,8/14/2011,U-DEC,
Edwin Figueroa,Jason Reinhardt,8/14/2011,KO/TKO,Punches
Rashad Evans,Tito Ortiz,8/6/2011,KO/TKO,Knee
Vitor Belfort,Yoshihiro Akiyama,8/6/2011,KO/TKO,Punches
Dennis Hallman,Brian Ebersole,8/6/2011,KO/TKO,Elbows
Jorge Rivera,Costas Philippou,8/6/2011,,
Rory MacDonald,Mike Pyle,8/6/2011,KO/TKO,Punches
Matt Hamill,Alexander Gustafsson,8/6/2011,KO/TKO,Punches
Chad Mendes,Rani Yahya,8/6/2011,U-DEC,
Ivan Menjivar,Nick Pace,8/6/2011,U-DEC,
Johny Hendricks,Mike Pierce,8/6/2011,S-DEC,
Mike Brown,Nam Phan,8/6/2011,U-DEC,
Rafael Natal,Paul Bradley,8/6/2011,U-DEC,
Dominick Cruz,Urijah Faber,7/2/2011,U-DEC,
Wanderlei Silva,Chris Leben,7/2/2011,KO/TKO,Punches
Dennis Siver,Matt Wiman,7/2/2011,U-DEC,
Tito Ortiz,Ryan Bader,7/2/2011,SUB,Guillotine Choke
Carlos Condit,Dong Hyun Kim,7/2/2011,KO/TKO,Flying Knee
Melvin Guillard,Shane Roller,7/2/2011,KO/TKO,Punch
George Sotiropoulos,Rafael Dos Anjos,7/2/2011,KO/TKO,Punch
Brian Bowles,Takeya Mizugaki,7/2/2011,U-DEC,
Brad Tavares,Aaron Simpson,7/2/2011,U-DEC,
Anthony Njokuani,Andre Winner,7/2/2011,U-DEC,
Jeff Hougland,Donny Walker,7/2/2011,U-DEC,
Cheick Kongo,Pat Barry,6/26/2011,KO/TKO,Punch
Charlie Brenneman,Rick Story,6/26/2011,U-DEC,
Matt Brown,John Howard,6/26/2011,U-DEC,
Christian Morecraft,Matt Mitrione,6/26/2011,KO/TKO,Punches
Tyson Griffin,Manvel Gamburyan,6/26/2011,U-DEC,
Joe Stevenson,Javier Vazquez,6/26/2011,U-DEC,
Joe Lauzon,Curt Warburton,6/26/2011,SUB,Kimura
Daniel Roberts,Rich Attonito,6/26/2011,U-DEC,
Ricardo Lamas,Matt Grice,6/26/2011,KO/TKO,Punches
Michael Johnson,Edward Faaloloto,6/26/2011,KO/TKO,Punches
Shane Carwin,Junior Dos Santos,6/11/2011,U-DEC,
Kenny Florian,Diego Nunes,6/11/2011,U-DEC,
Mark Munoz,Demian Maia,6/11/2011,U-DEC,
Dave Herman,Jon Olav Einemo,6/11/2011,KO/TKO,Punches
Vagner Rocha,Donald Cerrone,6/11/2011,U-DEC,
Yves Edwards,Sam Stout,6/11/2011,KO/TKO,Punch
Jesse Bongfeldt,Chris Weidman,6/11/2011,SUB,Guillotine Choke
Mike Massenzio,Krzysztof Soszynski,6/11/2011,U-DEC,
Nick Ring,James Head,6/11/2011,SUB,Rear Naked Choke
Dustin Poirier,Jason Young,6/11/2011,U-DEC,
Joey Beltran,Aaron Rosa,6/11/2011,KO/TKO,Punches
Darren Elkins,Michihiro Omigawa,6/11/2011,U-DEC,
Ramsey Nijem,Tony Ferguson,6/4/2011,KO/TKO,Punches
Clay Guida,Anthony Pettis,6/4/2011,U-DEC,
Ed Herman,Tim Credeur,6/4/2011,KO/TKO,Punch
Fabio Maldonado,Kyle Kingsbury,6/4/2011,U-DEC,
Chuck O'Neil,Chris Cope,6/4/2011,U-DEC,
Danny Downes,Jeremy Stephens,6/4/2011,U-DEC,
Josh Grispi,George Roop,6/4/2011,KO/TKO,Punch
Ryan McGillivray,Shamar Bailey,6/4/2011,U-DEC,
Clay Harvison,Justin Edwards,6/4/2011,S-DEC,
Scott Jorgensen,Ken Stone,6/4/2011,KO/TKO,Punch
Reuben Duran,Francisco Rivera,6/4/2011,SUB,Rear Naked Choke
Rampage Jackson,Matt Hamill,5/28/2011,,
Frank Mir,Roy Nelson,5/28/2011,U-DEC,
Stefan Struve,Travis Browne,5/28/2011,KO/TKO,Punch
Thiago Alves,Rick Story,5/28/2011,U-DEC,
Brian Stann,Jorge Santiago,5/28/2011,KO/TKO,Punch
Miguel Torres,Demetrious Johnson,5/28/2011,U-DEC,
Kendall Grove,Tim Boetsch,5/28/2011,U-DEC,
Gleison Tibau,Rafaello Oliveira,5/28/2011,SUB,Rear Naked Choke
Michael McDonald,Chris Cariaso,5/28/2011,S-DEC,
Cole Escovedo,Renan Barao,5/28/2011,U-DEC,
Georges St-Pierre,Jake Shields,4/30/2011,U-DEC,
Jose Aldo,Mark Hominick,4/30/2011,U-DEC,
Lyoto Machida,Randy Couture,4/30/2011,KO/TKO,Kick
Vladimir Matyushenko,Jason Brilz,4/30/2011,KO/TKO,Punch
Mark Bocek,Benson Henderson,4/30/2011,U-DEC,
Nate Diaz,Rory MacDonald,4/30/2011,U-DEC,
Jake Ellenberger,Sean Pierson,4/30/2011,KO/TKO,Punch
Daniel Roberts,Claude Patrick,4/30/2011,U-DEC,
Ivan Menjivar,Charlie Valencia,4/30/2011,KO/TKO,Elbow
Jason MacDonald,Ryan Jensen,4/30/2011,SUB,Triangle Choke
John Makdessi,Kyle Watson,4/30/2011,KO/TKO,Spinning Back Fist
Yves Jabouin,Pablo Garza,4/30/2011,SUB,Triangle Choke
Phil Davis,Rogerio Nogueira,3/26/2011,U-DEC,
Anthony Johnson,Dan Hardy,3/26/2011,U-DEC,
DaMarques Johnson,Amir Sadollah,3/26/2011,KO/TKO,Elbows
Chan Sung Jung,Leonard Garcia,3/26/2011,SUB,Other - Lock
Jon Madsen,Mike Russow,3/26/2011,KO/TKO,
Alex Caceres,Mackens Semerzier,3/26/2011,SUB,Rear Naked Choke
John Hathaway,Kris McCray,3/26/2011,S-DEC,
Michael McDonald,Edwin Figueroa,3/26/2011,U-DEC,
Sean McCorkle,Christian Morecraft,3/26/2011,SUB,Guillotine Choke
Johny Hendricks,TJ Waldburger,3/26/2011,KO/TKO,Punch
Mario Miranda,Aaron Simpson,3/26/2011,U-DEC,
Waylon Lowe,Nik Lentz,3/26/2011,SUB,Guillotine Choke
Mauricio Rua,Jon Jones,3/19/2011,KO/TKO,Knee
Urijah Faber,Eddie Wineland,3/19/2011,U-DEC,
Jim Miller,Kamal Shalorus,3/19/2011,KO/TKO,Knee
Dan Miller,Nate Marquardt,3/19/2011,U-DEC,
Mirko Cro Cop,Brendan Schaub,3/19/2011,,
Luiz Cane,Eliot Marshall,3/19/2011,KO/TKO,Punches
Edson Barboza,Anthony Njokuani,3/19/2011,U-DEC,
Ricardo Almeida,Mike Pyle,3/19/2011,U-DEC,
Kurt Pellegrino,Gleison Tibau,3/19/2011,S-DEC,
Joseph Benavidez,Ian Loveland,3/19/2011,U-DEC,
Costas Philippou,Nick Catone,3/19/2011,,
Erik Koch,Raphael Assuncao,3/19/2011,KO/TKO,Punch
Diego Sanchez,Martin Kampmann,3/3/2011,U-DEC,
CB Dollaway,Mark Munoz,3/3/2011,KO/TKO,Punch
Alessio Sakara,Chris Weidman,3/3/2011,U-DEC,
Brian Bowles,Damacio Page,3/3/2011,SUB,Guillotine Choke
Steve Cantwell,Cyrille Diabate,3/3/2011,U-DEC,
Joe Stevenson,Danny Castillo,3/3/2011,U-DEC,
Thiago Tavares,Shane Roller,3/3/2011,KO/TKO,Punch
Takeya Mizugaki,Reuben Duran,3/3/2011,S-DEC,
Rob Kimmons,Dongi Yang,3/3/2011,KO/TKO,Punches
David Branch,Rousimar Palhares,3/3/2011,SUB,Kneebar
Igor Pokrajac,Todd Brown,3/3/2011,KO/TKO,
Michael Bisping,Jorge Rivera,2/26/2011,KO/TKO,Punches
George Sotiropoulos,Dennis Siver,2/26/2011,U-DEC,
Brian Ebersole,Chris Lytle,2/26/2011,U-DEC,
Chris Camozzi,Kyle Noke,2/26/2011,SUB,Rear Naked Choke
Ross Pearson,Spencer Fisher,2/26/2011,U-DEC,
Alexander Gustafsson,James Te Huna,2/26/2011,SUB,Rear Naked Choke
Nick Ring,Riki Fukuda,2/26/2011,U-DEC,
Tom Blackledge,Anthony Perosh,2/26/2011,SUB,Rear Naked Choke
Tiequan Zhang,Jason Reinhardt,2/26/2011,SUB,Guillotine Choke
Mark Hunt,Chris Tuchscherer,2/26/2011,KO/TKO,Punch
Maciej Jewtuszko,Curt Warburton,2/26/2011,U-DEC,
Anderson Silva,Vitor Belfort,2/5/2011,KO/TKO,Kick
Forrest Griffin,Rich Franklin,2/5/2011,U-DEC,
Jon Jones,Ryan Bader,2/5/2011,SUB,Guillotine Choke
Jake Ellenberger,Carlos Eduardo Rocha,2/5/2011,S-DEC,
Miguel Torres,Antonio Banuelos,2/5/2011,U-DEC,
Donald Cerrone,Paul Kelly,2/5/2011,SUB,Rear Naked Choke
Chad Mendes,Michihiro Omigawa,2/5/2011,U-DEC,
Norifumi Yamamoto,Demetrious Johnson,2/5/2011,U-DEC,
Paul Taylor,Gabe Ruediger,2/5/2011,KO/TKO,Kick
Kyle Kingsbury,Ricardo Romero,2/5/2011,KO/TKO,Punch
Mike Pierce,Kenny Robertson,2/5/2011,KO/TKO,Punches
Melvin Guillard,Evan Dunham,1/22/2011,KO/TKO,Knees
Matt Mitrione,Tim Hague,1/22/2011,KO/TKO,Punch
Mark Hominick,George Roop,1/22/2011,KO/TKO,Punch
Pat Barry,Joey Beltran,1/22/2011,U-DEC,
Cole Miller,Matt Wiman,1/22/2011,U-DEC,
Cody McKenzie,Yves Edwards,1/22/2011,SUB,Rear Naked Choke
DaMarques Johnson,Mike Guymon,1/22/2011,SUB,Injury
Rani Yahya,Mike Brown,1/22/2011,U-DEC,
Waylon Lowe,Willamy Freire,1/22/2011,U-DEC,
Charlie Brenneman,Amilcar Alves,1/22/2011,U-DEC,
Will Campuzano,Chris Cariaso,1/22/2011,U-DEC,
Chris Leben,Brian Stann,1/1/2011,KO/TKO,Knee
Nate Diaz,Dong Hyun Kim,1/1/2011,U-DEC,
Clay Guida,Takanori Gomi,1/1/2011,SUB,Guillotine Choke
Jeremy Stephens,Marcus Davis,1/1/2011,KO/TKO,Punch
Dustin Poirier,Josh Grispi,1/1/2011,U-DEC,
Phil Baroni,Brad Tavares,1/1/2011,KO/TKO,Punches
Mike Brown,Diego Nunes,1/1/2011,S-DEC,
Daniel Roberts,Greg Soto,1/1/2011,SUB,Kimura
Jacob Volkmann,Antonio McKee,1/1/2011,S-DEC,
Georges St-Pierre,Josh Koscheck,12/11/2010,U-DEC,
Stefan Struve,Sean McCorkle,12/11/2010,KO/TKO,Punches
Jim Miller,Charles Oliveira,12/11/2010,SUB,Kneebar
Joe Stevenson,Mac Danzig,12/11/2010,KO/TKO,Punch
Thiago Alves,John Howard,12/11/2010,U-DEC,
Joe Doerksen,Dan Miller,12/11/2010,S-DEC,
Mark Bocek,Dustin Hazelett,12/11/2010,SUB,Triangle Choke
Matthew Riddle,Sean Pierson,12/11/2010,U-DEC,
TJ Grant,Ricardo Almeida,12/11/2010,U-DEC,
Pat Audinwood,John Makdessi,12/11/2010,U-DEC,
Jonathan Brookins,Michael Johnson,12/4/2010,U-DEC,
Stephan Bonnar,Igor Pokrajac,12/4/2010,U-DEC,
Kendall Grove,Demian Maia,12/4/2010,U-DEC,
Johny Hendricks,Rick Story,12/4/2010,U-DEC,
Nam Phan,Leonard Garcia,12/4/2010,S-DEC,
Cody McKenzie,Aaron Wilkinson,12/4/2010,SUB,Guillotine Choke
Ian Loveland,Tyler Toner,12/4/2010,U-DEC,
